"sentID","compLower","popularity","nComp","percent"
105,"de tralie",1,53,1.92307692307692
105,"een spijl",1,53,1.92307692307692
105,"het hek",1,53,1.92307692307692
105,"het raam",1,53,1.92307692307692
105,"het slot",1,53,1.92307692307692
105,"het tralies",1,53,1.92307692307692
106,"de tuinman",49,53,94.2307692307692
106,"de hovenier",2,53,3.84615384615385
106,"de tuinier",2,53,3.84615384615385
107,"de naald",53,53,101.923076923077
108,"de pan",55,58,105.769230769231
108,"de pot",2,58,3.84615384615385
108,"de kookpot",1,58,1.92307692307692
109,"het balkon",44,58,84.6153846153846
109,"haar balkon",6,58,11.7647058823529
109,"de balkon",1,58,1.92307692307692
109,"de verdieping",1,58,1.92307692307692
109,"haar dakterras",1,58,1.92307692307692
109,"haar kamer",1,58,1.92307692307692
109,"haar raam",1,58,1.92307692307692
109,"haar woonkamer",1,58,1.92307692307692
109,"het dak",1,58,1.92307692307692
109,"het raam",1,58,1.92307692307692
110,"het lint",30,58,57.6923076923077
110,"het lintje",11,58,21.5686274509804
110,"een lint",8,58,15.6862745098039
110,"een lintje",8,58,15.6862745098039
110,"de lint",1,58,1.92307692307692
111,"het contract",48,58,92.3076923076923
111,"een contract",5,58,9.80392156862745
111,"de overeenkomst",1,58,1.92307692307692
111,"een contact",1,58,1.92307692307692
111,"het arbeidscontract",1,58,1.92307692307692
111,"het kontrakt",1,58,1.92307692307692
111,"zijn contract",1,58,1.92307692307692
112,"het wapen",15,49,29.4117647058824
112,"het pistool",10,49,19.6078431372549
112,"het lichaam",3,49,5.76923076923077
112,"gi",2,49,3.84615384615385
112,"het geweer",2,49,3.84615384615385
112,"het plaatsdelict",2,49,3.84615384615385
112,"het raam",2,49,3.84615384615385
112,"het slachtoffer",2,49,3.84615384615385
112,"de grond",1,49,1.92307692307692
112,"de kogels",1,49,1.92307692307692
112,"de meubels",1,49,1.92307692307692
112,"de slachtoffers",1,49,1.92307692307692
112,"de stoel",1,49,1.92307692307692
112,"de tafel",1,49,1.92307692307692
112,"de wapens",1,49,1.92307692307692
112,"het bewijs",1,49,1.92307692307692
112,"het bewijsmateriaal",1,49,1.92307692307692
112,"het bureau",1,49,1.92307692307692
112,"het vuurwapen",1,49,1.92307692307692
113,"de trein",32,58,61.5384615384615
113,"een auto",11,58,21.5686274509804
113,"een trein",10,58,19.6078431372549
113,"de auto",3,58,5.76923076923077
113,"een scooter",1,58,1.92307692307692
113,"te trein",1,58,1.92307692307692
114,"de bioscoop",34,58,68
114,"de film",21,58,41.1764705882353
114,"de bios",3,58,5.76923076923077
115,"het terras",36,58,72
115,"de plek",17,58,33.3333333333333
115,"de plaats",2,58,3.84615384615385
115,"de tafel",1,58,1.92307692307692
115,"het plekje",1,58,1.92307692307692
115,"het strand",1,58,1.92307692307692
116,"de meterkast",46,58,88.4615384615385
116,"de stoppenkast",5,58,9.80392156862745
116,"de kast",2,58,3.84615384615385
116,"de elektriciteitskast",1,58,1.92307692307692
116,"de meter",1,58,1.92307692307692
116,"de stopcontact",1,58,1.92307692307692
116,"de stopcontacten",1,58,1.92307692307692
116,"het stopcontact",1,58,1.92307692307692
117,"de kantine",43,58,82.6923076923077
117,"het restaurant",6,58,11.7647058823529
117,"de cafetaria",3,58,5.76923076923077
117,"het bedrijfsrestaurant",2,58,3.84615384615385
117,"het cafe",2,58,3.84615384615385
117,"de cantine",1,58,1.92307692307692
117,"de mensa",1,58,1.92307692307692
118,"het tentamen",44,58,84.6153846153846
118,"zijn tentamen",6,58,11.7647058823529
118,"de toets",5,58,9.80392156862745
118,"het examen",2,58,3.84615384615385
118,"zijn examen",1,58,1.92307692307692
119,"een concert",26,58,50
119,"het concert",19,58,37.2549019607843
119,"hun concert",11,58,21.5686274509804
119,"een optreden",1,58,1.92307692307692
119,"het optreden",1,58,1.92307692307692
120,"de samenvatting",41,58,78.8461538461538
120,"een samenvatting",12,58,23.5294117647059
120,"de abstract",1,58,1.92307692307692
120,"een deel",1,58,1.92307692307692
120,"een uittreksel",1,58,1.92307692307692
120,"het verslag",1,58,1.92307692307692
120,"wat samenvattingen",1,58,1.92307692307692
121,"de zon",45,58,86.5384615384615
121,"het zonnen",10,58,19.6078431372549
121,"het zonnebaden",3,58,5.76923076923077
122,"de pot",49,58,94.2307692307692
122,"gi",3,58,5.76923076923077
122,"de pan",2,58,3.84615384615385
122,"de mand",1,58,1.92307692307692
122,"de tuin",1,58,1.92307692307692
122,"jouw stoel",1,58,1.92307692307692
122,"zijn mand",1,58,1.92307692307692
123,"de dierentuin",43,51,82.6923076923077
123,"het circus",4,51,7.69230769230769
123,"de zoo",2,51,3.84615384615385
123,"de dierentuinen",1,51,1.92307692307692
123,"een circus",1,51,1.92307692307692
124,"het restaurant",54,58,103.846153846154
124,"een restaurant",2,58,3.84615384615385
124,"dat restaurant",1,58,1.92307692307692
124,"het cafe",1,58,1.92307692307692
125,"de boom",56,56,107.692307692308
126,"de champagne",41,54,78.8461538461538
126,"de fles",6,54,11.7647058823529
126,"de champagnefles",2,54,3.84615384615385
126,"de kurk",2,54,3.84615384615385
126,"de bubbels",1,54,1.92307692307692
