"sentID","compLower","popularity","nComp","percent","above70"
87,"het hoofd",1,53,1.88679245283019,0
88,"de sloot",51,53,96.2264150943396,1
88,"de kast",1,53,1.88679245283019,0
88,"de stal",1,53,1.88679245283019,0
89,"het net",51,52,98.0769230769231,1
89,"de verkeerde",1,52,1.92307692307692,0
90,"de airco",41,53,77.3584905660377,1
90,"de airconditioning",5,53,9.43396226415094,0
90,"de radio",3,53,5.66037735849057,0
90,"de ventilator",3,53,5.66037735849057,0
90,"de ac",1,53,1.88679245283019,0
91,"een aansteker",33,50,66,0
91,"een vuurtje",15,50,30,0
91,"de aansteker",2,50,4,0
92,"de maand",52,53,98.1132075471698,1
92,"de periode",1,53,1.88679245283019,0
93,"het hotel",50,53,94.3396226415094,1
93,"de plek",2,53,3.77358490566038,0
93,"zijn hotel",1,53,1.88679245283019,0
94,"de mouw",53,53,100,1
95,"de balk",46,53,86.7924528301887,1
95,"de toonbank",5,53,9.43396226415094,0
95,"de bank",2,53,3.77358490566038,0
96,"de rekening",24,53,45.2830188679245,0
96,"de huur",11,53,20.7547169811321,0
96,"de rekeningen",5,53,9.43396226415094,0
96,"zijn schuld",3,53,5.66037735849057,0
96,"de boete",2,53,3.77358490566038,0
96,"het geld",2,53,3.77358490566038,0
96,"de aanmaning",1,53,1.88679245283019,0
96,"de schulden",1,53,1.88679245283019,0
96,"zijn huur",1,53,1.88679245283019,0
96,"zijn rekening",1,53,1.88679245283019,0
96,"zijn rekeningen",1,53,1.88679245283019,0
96,"zijn schulden",1,53,1.88679245283019,0
97,"de pet",45,52,86.5384615384615,1
97,"zijn pet",2,52,3.84615384615385,0
97,"de haren",1,52,1.92307692307692,0
97,"de paplepel",1,52,1.92307692307692,0
97,"de peet",1,52,1.92307692307692,0
97,"de schoen",1,52,1.92307692307692,0
97,"gi",1,52,1.92307692307692,0
98,"de kerk",44,53,83.0188679245283,1
98,"de kerktoren",6,53,11.3207547169811,0
98,"de toren",2,53,3.77358490566038,0
98,"acht uur",1,53,1.88679245283019,0
99,"de natuur",26,51,50.9803921568627,0
99,"het bos",4,51,7.84313725490196,0
99,"de bossen",3,51,5.88235294117647,0
99,"de dieren",3,51,5.88235294117647,0
99,"de vogels",2,51,3.92156862745098,0
99,"het groen",2,51,3.92156862745098,0
99,"de bebossing",1,51,1.96078431372549,0
99,"de grachten",1,51,1.96078431372549,0
99,"de mensen",1,51,1.96078431372549,0
99,"de planten",1,51,1.96078431372549,0
99,"de weilanden",1,51,1.96078431372549,0
99,"het doel",1,51,1.96078431372549,0
99,"het landschap",1,51,1.96078431372549,0
99,"het milieu",1,51,1.96078431372549,0
99,"het natuurgebied",1,51,1.96078431372549,0
99,"het wild",1,51,1.96078431372549,0
99,"wilde dieren",1,51,1.96078431372549,0
100,"de wind",46,53,86.7924528301887,1
100,"gi",4,53,7.54716981132075,0
100,"het gezicht",2,53,3.77358490566038,0
100,"de pan",1,53,1.88679245283019,0
101,"het lijf",51,53,96.2264150943396,1
101,"gi",1,53,1.88679245283019,0
101,"haar lijf",1,53,1.88679245283019,0
102,"het eten",52,53,98.1132075471698,1
102,"de pan",1,53,1.88679245283019,0
103,"de draak",39,52,75,1
103,"een draak",6,52,11.5384615384615,0
103,"de bewakers",1,52,1.92307692307692,0
103,"de prins",1,52,1.92307692307692,0
103,"de stiefmoeder",1,52,1.92307692307692,0
103,"de vijand",1,52,1.92307692307692,0
103,"geen idee",1,52,1.92307692307692,0
103,"haar moeder",1,52,1.92307692307692,0
103,"het monster",1,52,1.92307692307692,0
104,"de berg",46,52,88.4615384615385,1
104,"de heuvel",5,52,9.61538461538462,0
104,"de duin",1,52,1.92307692307692,0
105,"de tralies",38,53,71.6981132075472,1
105,"de spijlen",8,53,15.0943396226415,0
105,"de muur",1,53,1.88679245283019,0
105,"de tralie",1,53,1.88679245283019,0
105,"een spijl",1,53,1.88679245283019,0
105,"het hek",1,53,1.88679245283019,0
105,"het raam",1,53,1.88679245283019,0
105,"het slot",1,53,1.88679245283019,0
105,"het tralies",1,53,1.88679245283019,0
106,"de tuinman",49,53,92.4528301886792,1
106,"de hovenier",2,53,3.77358490566038,0
106,"de tuinier",2,53,3.77358490566038,0
107,"de naald",53,53,100,1
108,"de pan",55,58,94.8275862068966,1
108,"de pot",2,58,3.44827586206897,0
108,"de kookpot",1,58,1.72413793103448,0
109,"het balkon",44,58,75.8620689655172,1
109,"haar balkon",6,58,10.3448275862069,0
109,"de balkon",1,58,1.72413793103448,0
109,"de verdieping",1,58,1.72413793103448,0
109,"haar dakterras",1,58,1.72413793103448,0
109,"haar kamer",1,58,1.72413793103448,0
109,"haar raam",1,58,1.72413793103448,0
109,"haar woonkamer",1,58,1.72413793103448,0
109,"het dak",1,58,1.72413793103448,0
109,"het raam",1,58,1.72413793103448,0
110,"het lint",44,58,75.8620689655172,1
110,"een lint",8,58,13.7931034482759,0
110,"een lintje",6,58,10.3448275862069,0
111,"het contract",48,58,82.7586206896552,1
111,"een contract",5,58,8.62068965517241,0
111,"de overeenkomst",1,58,1.72413793103448,0
111,"een contact",1,58,1.72413793103448,0
111,"het arbeidscontract",1,58,1.72413793103448,0
111,"het kontrakt",1,58,1.72413793103448,0
111,"zijn contract",1,58,1.72413793103448,0
112,"het wapen",15,49,30.6122448979592,0
112,"het pistool",10,49,20.4081632653061,0
112,"het lichaam",3,49,6.12244897959184,0
112,"gi",2,49,4.08163265306122,0
112,"het geweer",2,49,4.08163265306122,0
112,"het plaatsdelict",2,49,4.08163265306122,0
112,"het raam",2,49,4.08163265306122,0
112,"het slachtoffer",2,49,4.08163265306122,0
112,"de grond",1,49,2.04081632653061,0
112,"de kogels",1,49,2.04081632653061,0
112,"de meubels",1,49,2.04081632653061,0
112,"de slachtoffers",1,49,2.04081632653061,0
112,"de stoel",1,49,2.04081632653061,0
112,"de tafel",1,49,2.04081632653061,0
112,"de wapens",1,49,2.04081632653061,0
112,"het bewijs",1,49,2.04081632653061,0
112,"het bewijsmateriaal",1,49,2.04081632653061,0
112,"het bureau",1,49,2.04081632653061,0
112,"het vuurwapen",1,49,2.04081632653061,0
113,"de trein",42,58,72.4137931034483,1
113,"een auto",11,58,18.9655172413793,0
113,"een trein",2,58,3.44827586206897,0
113,"de auto",1,58,1.72413793103448,0
113,"een scooter",1,58,1.72413793103448,0
113,"te trein",1,58,1.72413793103448,0
114,"de bioscoop",55,58,94.8275862068966,1
114,"de film",3,58,5.17241379310345,0
115,"het terras",36,58,62.0689655172414,0
115,"de plek",17,58,29.3103448275862,0
115,"de plaats",2,58,3.44827586206897,0
115,"de tafel",1,58,1.72413793103448,0
115,"het plekje",1,58,1.72413793103448,0
115,"het strand",1,58,1.72413793103448,0
116,"de meterkast",46,58,79.3103448275862,1
116,"de stoppenkast",5,58,8.62068965517241,0
116,"de kast",2,58,3.44827586206897,0
116,"de elektriciteitskast",1,58,1.72413793103448,0
116,"de meter",1,58,1.72413793103448,0
116,"de stopcontact",1,58,1.72413793103448,0
116,"de stopcontacten",1,58,1.72413793103448,0
116,"het stopcontact",1,58,1.72413793103448,0
