"sentID","SentenceContext","sentenceClosure","compLower","popularity","nComp","percent","above70","comp.det","comp.noun","Lg10WF","natNess","RT","Diff"
101,"De grote spin in het raam joeg haar de stuipen op","toen ze hem ontdekte.","het lijf",51,53,96.2264150943396,1,"het","lijf",3.0149,5.66037735849057,4.00077358490566,5.88679245283019
102,"Iedereen had ontzettend veel zin in de picknick, maar het weer gooide helaas roet in","voor die dag.","het eten",52,53,98.1132075471698,1,"het","eten",4.2901,5.49056603773585,5.09652830188679,5.75471698113208
103,"Om de prinses te redden uit de toren moest de ridder het eerst opnemen tegen","maar dat had hij ervoor over.","de draak",39,52,75,1,"de","draak",2.8727,5.01923076923077,4.41525,5.21153846153846
104,"De wandeltocht zou beginnen aan de voet van","om 8 uur 's ochtends.","de berg",46,52,88.4615384615385,1,"de","berg",3.1764,5.51923076923077,6.24707692307692,5.59615384615385
105,"De gevangenen bleken ontsnapt te zijn door het doorzagen van","met een nagelvijl.","de tralies",38,53,71.6981132075472,1,"de","tralies",2.4955,5.18867924528302,4.92524528301887,5.20754716981132
106,"De schoonmaakster onderhoudt het hele huis behalve de tuin, dat is de taak van","en zijn snoeischaar.","de tuinman",49,53,92.4528301886792,1,"de","tuinman",2.4099,5.22641509433962,6.01498113207547,5.50943396226415
107,"Die stunt van Jan ging maar net goed. Hij kroop door het oog van","maar gelukkig mankeert hij niks.","de naald",53,53,100,1,"de","naald",2.5717,5.58490566037736,4.13777358490566,5.92452830188679
108,"Toen het water voor de pasta begon te koken, haalde ik snel de deksel van","zodat het niet over zou koken.","de pan",55,58,94.8275862068966,1,"de","pan",2.6138,5.67241379310345,4.95841379310345,5.79310344827586
109,"Het eerste wat Isabella bekeek in haar nieuwe appartement was het prachtige uitzicht vanaf","vanwaar ze kon uitkijken over de hele stad.","het balkon",44,58,75.8620689655172,1,"het","balkon",2.4639,5.51724137931035,14.2304655172414,5.5
110,"Bij de opening van de nieuwe brug was de koningin uitgenodigd voor het doorknippen van","en een toespraak.","het lint",44,58,75.8620689655172,1,"het","lint",2.5441,5.25862068965517,8.91944827586207,5.68965517241379
111,"Na de salarisonderhandelingen tekende de werknemer","met zijn nieuwe werkgever.","het contract",48,58,82.7586206896552,1,"het","contract",3.1912,5.67241379310345,4.74389655172414,5.6551724137931
112,"Na de schietpartij gebruikte de detective een vergrootglas om sporen van vingerafdrukken op","te vinden.","het wapen",15,49,30.6122448979592,0,"het","wapen",3.7888,5.16326530612245,10.8294081632653,4.36734693877551
113,"Tijdens zijn wandeling langs het spoor schrok Jan zich een hoedje door het plotselinge getoeter van","omdat hij helemaal in zijn gedachten verzonken was.","de trein",42,58,72.4137931034483,1,"de","trein",3.5051,5.29310344827586,7.08927586206897,5.53448275862069
114,"Voor zijn verjaardag had Hendrik een bioscoopbon gekregen. Een week later ging hij daarmee naar","met zijn vrienden.","de bioscoop",55,58,94.8275862068966,1,"de","bioscoop",2.6702,5.6551724137931,10.8944482758621,5.79310344827586
115,"Doordat het caf_ niet over genoeg parasols beschikte was er helaas maar weinig schaduw op","waar we wilden zitten.","het terras",36,58,62.0689655172414,0,"het","terras",2.1492,5.51724137931035,48.2083793103448,5.68965517241379
116,"De stroom leek plotseling uitgevallen, dus checkte Karel even de stoppen in","op de gang.","de meterkast",46,58,79.3103448275862,1,"de","meterkast",1.2788,5.55172413793103,8.20653448275862,5.46551724137931
117,"Voor de pauze sprak ik met mijn collega's af te gaan lunchen in","op het werk.","de kantine",43,58,74.1379310344828,1,"de","kantine",2.2989,5.20689655172414,6.15253448275862,5.25862068965517
118,"De student studeerde de hele nacht voor","van de volgende morgen.","het tentamen",44,58,75.8620689655172,1,"het","tentamen",1.6902,5.77586206896552,3.58313793103448,5.75862068965517
