subj_id,NatNess,measure,sentID
R_vZ75WKEQFz64rIt,3,Natural,36
R_1Nzi2lWnM0CO3kn,4,Natural,36
R_2tu71tqKKoKbfJ0,5,Natural,36
R_2PdQi8meHWRd7Fb,3,Natural,36
R_3PaHNs19NCzMVbu,5,Natural,36
R_CjK7Ok90OSXQ3XH,5,Natural,36
R_1lgEwIKXFHGT01V,5,Natural,36
R_2qq1JLwmdrdJM9d,5,Natural,36
R_ZrTEV9TpypUZEC5,5,Natural,36
R_3Gq55dSXHC6ANc8,4,Natural,36
R_3D8b4ozl4q217Ie,4,Natural,36
R_qV03fIB34drHELn,5,Natural,36
R_1mRh44rpwMf0PbH,5,Natural,36
R_3gNkgaxQ9C21dQW,4,Natural,36
R_21umvRGJCCZXoit,3,Natural,36
R_ptOO0vqHKVEFzvH,6,Natural,37
R_2TuuUWeeIrA7YWz,3,Natural,37
R_r2pLEBnXOx2tc8p,3,Natural,37
R_3KohpaUvxMxwnK1,6,Natural,37
R_1Kw4seroK4hzq8J,6,Natural,37
R_2TEGXWKyyYjxux0,5,Natural,37
R_2bNSez8kPKVkk0j,5,Natural,37
R_vIDGcvdZ61dSkkF,5,Natural,37
R_3P5l3CMUUKTmbaL,6,Natural,37
R_21gk6GiQXaDrMt2,6,Natural,37
R_1rJrkm9MZ0UbO0b,5,Natural,37
R_2VPC4q2m7hstAaW,5,Natural,37
R_3KB00E7S1VhPWFD,6,Natural,37
R_3qR88XHKXhl1RLR,6,Natural,37
R_3W5LAymbgTVITHX,6,Natural,37
R_2z7kq6MFYuSnHT6,5,Natural,37
R_1lhLKgr13oozzPg,5,Natural,37
R_3ffLCaSkmPsiUYn,5,Natural,37
R_1PY8SA05FPIKBCS,4,Natural,37
R_1CsjBGkk3Ui30Yk,5,Natural,37
R_2bWcF9m2SiW74Vw,6,Natural,37
R_1kOjYWHPvRogELt,5,Natural,37
R_3EumpdjBvvjiK1I,6,Natural,37
R_2ckdDJpUAGuY3Pt,6,Natural,37
R_2ZDKGZYJjZu6X1Y,6,Natural,37
R_12SH1EJtaSFR4wp,6,Natural,37
R_3R7zHfZ0HIrwGBV,5,Natural,37
R_Om8eREobVAawvZL,6,Natural,37
R_1HicleIyFIoDW8g,6,Natural,37
R_1gGejdMJLRqr4gs,5,Natural,37
R_2D2EiBz7TJKge4b,4,Natural,37
R_3CEhJ8EBqsPDMLB,3,Natural,37
R_3kiCL1CWl05kYag,2,Natural,37
R_XSpTve41y3msiVr,5,Natural,37
R_bBMvKG66TpWv0cx,5,Natural,37
R_s83Qo7JHTxXzpWF,5,Natural,37
R_cCsEaF4QkSqNxuN,5,Natural,37
R_2fkXvKa3m5s0uTM,6,Natural,37
R_1MYsdC39YxixAvs,6,Natural,37
R_22CU0vCOzdEcHCr,5,Natural,37
R_z0xRVpXxyAbXovn,4,Natural,37
R_1CKp9DmeaZTZZQS,5,Natural,37
R_31HSkdcZS8yZscC,6,Natural,37
R_2Enniyt9lPtMbDC,6,Natural,37
R_tPV5UMF7fLNrUk1,5,Natural,37
R_1O0317CZheE7es9,6,Natural,37
R_1NadcnqCF0DrPHA,6,Natural,37
R_3rJ73y4zBZKMTeV,6,Natural,37
R_zUPMpvNqwkbt4oF,6,Natural,37
R_ptOO0vqHKVEFzvH,6,Natural,38
R_2TuuUWeeIrA7YWz,5,Natural,38
R_r2pLEBnXOx2tc8p,5,Natural,38
R_3KohpaUvxMxwnK1,6,Natural,38
R_1Kw4seroK4hzq8J,6,Natural,38
R_2TEGXWKyyYjxux0,6,Natural,38
R_2bNSez8kPKVkk0j,3,Natural,38
R_vIDGcvdZ61dSkkF,6,Natural,38
R_3P5l3CMUUKTmbaL,6,Natural,38
R_21gk6GiQXaDrMt2,5,Natural,38
R_1rJrkm9MZ0UbO0b,3,Natural,38
R_2VPC4q2m7hstAaW,5,Natural,38
R_3KB00E7S1VhPWFD,6,Natural,38
R_3qR88XHKXhl1RLR,6,Natural,38
R_3W5LAymbgTVITHX,5,Natural,38
R_2z7kq6MFYuSnHT6,6,Natural,38
R_1lhLKgr13oozzPg,6,Natural,38
R_3ffLCaSkmPsiUYn,6,Natural,38
R_1PY8SA05FPIKBCS,5,Natural,38
R_1CsjBGkk3Ui30Yk,6,Natural,38
R_2bWcF9m2SiW74Vw,6,Natural,38
R_1kOjYWHPvRogELt,5,Natural,38
R_3EumpdjBvvjiK1I,6,Natural,38
R_2ckdDJpUAGuY3Pt,6,Natural,38
R_2ZDKGZYJjZu6X1Y,6,Natural,38
R_12SH1EJtaSFR4wp,6,Natural,38
R_3R7zHfZ0HIrwGBV,4,Natural,38
R_Om8eREobVAawvZL,6,Natural,38
R_1HicleIyFIoDW8g,6,Natural,38
R_1gGejdMJLRqr4gs,4,Natural,38
R_2D2EiBz7TJKge4b,5,Natural,38
R_3CEhJ8EBqsPDMLB,6,Natural,38
R_3kiCL1CWl05kYag,6,Natural,38
R_XSpTve41y3msiVr,5,Natural,38
R_bBMvKG66TpWv0cx,6,Natural,38
R_s83Qo7JHTxXzpWF,6,Natural,38
R_cCsEaF4QkSqNxuN,6,Natural,38
R_2fkXvKa3m5s0uTM,6,Natural,38
R_1MYsdC39YxixAvs,6,Natural,38
R_22CU0vCOzdEcHCr,6,Natural,38
R_z0xRVpXxyAbXovn,5,Natural,38
R_1CKp9DmeaZTZZQS,5,Natural,38
R_31HSkdcZS8yZscC,6,Natural,38
R_2Enniyt9lPtMbDC,6,Natural,38
R_tPV5UMF7fLNrUk1,5,Natural,38
R_1O0317CZheE7es9,6,Natural,38
R_1NadcnqCF0DrPHA,6,Natural,38
R_3rJ73y4zBZKMTeV,6,Natural,38
R_zUPMpvNqwkbt4oF,6,Natural,38
R_ptOO0vqHKVEFzvH,6,Natural,39
R_2TuuUWeeIrA7YWz,5,Natural,39
R_r2pLEBnXOx2tc8p,4,Natural,39
R_3KohpaUvxMxwnK1,6,Natural,39
R_1Kw4seroK4hzq8J,6,Natural,39
R_2TEGXWKyyYjxux0,6,Natural,39
R_2bNSez8kPKVkk0j,6,Natural,39
R_vIDGcvdZ61dSkkF,6,Natural,39
R_3P5l3CMUUKTmbaL,6,Natural,39
R_21gk6GiQXaDrMt2,5,Natural,39
R_1rJrkm9MZ0UbO0b,6,Natural,39
R_2VPC4q2m7hstAaW,3,Natural,39
R_3KB00E7S1VhPWFD,6,Natural,39
R_3qR88XHKXhl1RLR,6,Natural,39
R_3W5LAymbgTVITHX,5,Natural,39
R_2z7kq6MFYuSnHT6,6,Natural,39
R_1lhLKgr13oozzPg,6,Natural,39
R_3ffLCaSkmPsiUYn,6,Natural,39
R_1PY8SA05FPIKBCS,5,Natural,39
R_1CsjBGkk3Ui30Yk,5,Natural,39
R_2bWcF9m2SiW74Vw,6,Natural,39
R_1kOjYWHPvRogELt,6,Natural,39
R_3EumpdjBvvjiK1I,6,Natural,39
R_2ckdDJpUAGuY3Pt,6,Natural,39
R_2ZDKGZYJjZu6X1Y,6,Natural,39
R_12SH1EJtaSFR4wp,6,Natural,39
R_3R7zHfZ0HIrwGBV,6,Natural,39
R_Om8eREobVAawvZL,6,Natural,39
R_1HicleIyFIoDW8g,6,Natural,39
R_1gGejdMJLRqr4gs,6,Natural,39
R_2D2EiBz7TJKge4b,4,Natural,39
R_3CEhJ8EBqsPDMLB,6,Natural,39
R_3kiCL1CWl05kYag,6,Natural,39
R_XSpTve41y3msiVr,6,Natural,39
R_bBMvKG66TpWv0cx,6,Natural,39
R_s83Qo7JHTxXzpWF,6,Natural,39
R_cCsEaF4QkSqNxuN,6,Natural,39
R_2fkXvKa3m5s0uTM,6,Natural,39
R_1MYsdC39YxixAvs,6,Natural,39
R_22CU0vCOzdEcHCr,6,Natural,39
R_z0xRVpXxyAbXovn,6,Natural,39
R_1CKp9DmeaZTZZQS,5,Natural,39
R_31HSkdcZS8yZscC,6,Natural,39
R_2Enniyt9lPtMbDC,6,Natural,39
R_tPV5UMF7fLNrUk1,6,Natural,39
R_1O0317CZheE7es9,6,Natural,39
R_1NadcnqCF0DrPHA,6,Natural,39
R_3rJ73y4zBZKMTeV,6,Natural,39
R_zUPMpvNqwkbt4oF,6,Natural,39
R_ptOO0vqHKVEFzvH,5,Natural,40
R_2TuuUWeeIrA7YWz,6,Natural,40
R_r2pLEBnXOx2tc8p,6,Natural,40
R_3KohpaUvxMxwnK1,6,Natural,40
R_1Kw4seroK4hzq8J,6,Natural,40
R_2TEGXWKyyYjxux0,5,Natural,40
R_2bNSez8kPKVkk0j,6,Natural,40
R_vIDGcvdZ61dSkkF,6,Natural,40
R_3P5l3CMUUKTmbaL,6,Natural,40
R_21gk6GiQXaDrMt2,6,Natural,40
R_1rJrkm9MZ0UbO0b,6,Natural,40
R_2VPC4q2m7hstAaW,6,Natural,40
R_3KB00E7S1VhPWFD,6,Natural,40
R_3qR88XHKXhl1RLR,6,Natural,40
R_3W5LAymbgTVITHX,6,Natural,40
R_2z7kq6MFYuSnHT6,6,Natural,40
R_1lhLKgr13oozzPg,6,Natural,40
R_3ffLCaSkmPsiUYn,6,Natural,40
R_1PY8SA05FPIKBCS,6,Natural,40
R_1CsjBGkk3Ui30Yk,6,Natural,40
R_2bWcF9m2SiW74Vw,6,Natural,40
R_1kOjYWHPvRogELt,6,Natural,40
R_3EumpdjBvvjiK1I,6,Natural,40
R_2ckdDJpUAGuY3Pt,6,Natural,40
R_2ZDKGZYJjZu6X1Y,6,Natural,40
R_12SH1EJtaSFR4wp,6,Natural,40
R_3R7zHfZ0HIrwGBV,6,Natural,40
R_Om8eREobVAawvZL,6,Natural,40
R_1HicleIyFIoDW8g,6,Natural,40
R_1gGejdMJLRqr4gs,6,Natural,40
R_2D2EiBz7TJKge4b,6,Natural,40
R_3CEhJ8EBqsPDMLB,6,Natural,40
R_3kiCL1CWl05kYag,6,Natural,40
R_XSpTve41y3msiVr,6,Natural,40
R_bBMvKG66TpWv0cx,5,Natural,40
R_s83Qo7JHTxXzpWF,6,Natural,40
R_cCsEaF4QkSqNxuN,6,Natural,40
R_2fkXvKa3m5s0uTM,6,Natural,40
R_1MYsdC39YxixAvs,6,Natural,40
R_22CU0vCOzdEcHCr,6,Natural,40
R_z0xRVpXxyAbXovn,5,Natural,40
R_1CKp9DmeaZTZZQS,4,Natural,40
R_31HSkdcZS8yZscC,6,Natural,40
R_2Enniyt9lPtMbDC,6,Natural,40
R_tPV5UMF7fLNrUk1,6,Natural,40
R_1O0317CZheE7es9,6,Natural,40
R_1NadcnqCF0DrPHA,6,Natural,40
R_3rJ73y4zBZKMTeV,6,Natural,40
R_zUPMpvNqwkbt4oF,6,Natural,40
R_ptOO0vqHKVEFzvH,5,Natural,41
R_2TuuUWeeIrA7YWz,5,Natural,41
R_r2pLEBnXOx2tc8p,6,Natural,41
R_3KohpaUvxMxwnK1,6,Natural,41
R_1Kw4seroK4hzq8J,6,Natural,41
R_2TEGXWKyyYjxux0,6,Natural,41
R_2bNSez8kPKVkk0j,6,Natural,41
R_vIDGcvdZ61dSkkF,5,Natural,41
R_3P5l3CMUUKTmbaL,6,Natural,41
R_21gk6GiQXaDrMt2,5,Natural,41
R_1rJrkm9MZ0UbO0b,6,Natural,41
R_2VPC4q2m7hstAaW,6,Natural,41
R_3KB00E7S1VhPWFD,6,Natural,41
R_3qR88XHKXhl1RLR,5,Natural,41
R_3W5LAymbgTVITHX,6,Natural,41
R_2z7kq6MFYuSnHT6,6,Natural,41
R_1lhLKgr13oozzPg,5,Natural,41
R_3ffLCaSkmPsiUYn,6,Natural,41
R_1PY8SA05FPIKBCS,5,Natural,41
R_1CsjBGkk3Ui30Yk,6,Natural,41
R_2bWcF9m2SiW74Vw,4,Natural,41
R_1kOjYWHPvRogELt,6,Natural,41
R_3EumpdjBvvjiK1I,6,Natural,41
R_2ckdDJpUAGuY3Pt,6,Natural,41
R_2ZDKGZYJjZu6X1Y,6,Natural,41
R_12SH1EJtaSFR4wp,6,Natural,41
R_3R7zHfZ0HIrwGBV,5,Natural,41
R_Om8eREobVAawvZL,6,Natural,41
R_1HicleIyFIoDW8g,5,Natural,41
R_1gGejdMJLRqr4gs,5,Natural,41
R_2D2EiBz7TJKge4b,5,Natural,41
R_3CEhJ8EBqsPDMLB,6,Natural,41
R_3kiCL1CWl05kYag,6,Natural,41
R_XSpTve41y3msiVr,6,Natural,41
R_bBMvKG66TpWv0cx,4,Natural,41
R_s83Qo7JHTxXzpWF,4,Natural,41
R_cCsEaF4QkSqNxuN,6,Natural,41
R_2fkXvKa3m5s0uTM,6,Natural,41
R_1MYsdC39YxixAvs,6,Natural,41
R_22CU0vCOzdEcHCr,5,Natural,41
R_z0xRVpXxyAbXovn,6,Natural,41
R_1CKp9DmeaZTZZQS,5,Natural,41
R_31HSkdcZS8yZscC,6,Natural,41
R_2Enniyt9lPtMbDC,6,Natural,41
R_tPV5UMF7fLNrUk1,5,Natural,41
R_1O0317CZheE7es9,6,Natural,41
R_1NadcnqCF0DrPHA,3,Natural,41
R_3rJ73y4zBZKMTeV,6,Natural,41
R_zUPMpvNqwkbt4oF,6,Natural,41
R_ptOO0vqHKVEFzvH,6,Natural,42
R_2TuuUWeeIrA7YWz,6,Natural,42
R_r2pLEBnXOx2tc8p,6,Natural,42
R_3KohpaUvxMxwnK1,6,Natural,42
R_1Kw4seroK4hzq8J,6,Natural,42
R_2TEGXWKyyYjxux0,6,Natural,42
R_2bNSez8kPKVkk0j,6,Natural,42
R_vIDGcvdZ61dSkkF,6,Natural,42
R_3P5l3CMUUKTmbaL,6,Natural,42
R_21gk6GiQXaDrMt2,6,Natural,42
R_1rJrkm9MZ0UbO0b,5,Natural,42
R_2VPC4q2m7hstAaW,6,Natural,42
R_3KB00E7S1VhPWFD,6,Natural,42
R_3qR88XHKXhl1RLR,6,Natural,42
R_3W5LAymbgTVITHX,6,Natural,42
R_2z7kq6MFYuSnHT6,6,Natural,42
R_1lhLKgr13oozzPg,6,Natural,42
R_3ffLCaSkmPsiUYn,6,Natural,42
R_1PY8SA05FPIKBCS,5,Natural,42
R_1CsjBGkk3Ui30Yk,5,Natural,42
R_2bWcF9m2SiW74Vw,6,Natural,42
R_1kOjYWHPvRogELt,6,Natural,42
R_3EumpdjBvvjiK1I,6,Natural,42
R_2ckdDJpUAGuY3Pt,6,Natural,42
R_2ZDKGZYJjZu6X1Y,5,Natural,42
R_12SH1EJtaSFR4wp,6,Natural,42
R_3R7zHfZ0HIrwGBV,6,Natural,42
R_Om8eREobVAawvZL,6,Natural,42
R_1HicleIyFIoDW8g,5,Natural,42
R_1gGejdMJLRqr4gs,6,Natural,42
R_2D2EiBz7TJKge4b,5,Natural,42
R_3CEhJ8EBqsPDMLB,6,Natural,42
R_3kiCL1CWl05kYag,2,Natural,42
R_XSpTve41y3msiVr,6,Natural,42
R_bBMvKG66TpWv0cx,6,Natural,42
R_s83Qo7JHTxXzpWF,6,Natural,42
R_cCsEaF4QkSqNxuN,6,Natural,42
R_2fkXvKa3m5s0uTM,6,Natural,42
R_1MYsdC39YxixAvs,6,Natural,42
R_22CU0vCOzdEcHCr,5,Natural,42
R_z0xRVpXxyAbXovn,6,Natural,42
R_1CKp9DmeaZTZZQS,6,Natural,42
R_31HSkdcZS8yZscC,6,Natural,42
R_2Enniyt9lPtMbDC,6,Natural,42
R_tPV5UMF7fLNrUk1,6,Natural,42
R_1O0317CZheE7es9,6,Natural,42
R_1NadcnqCF0DrPHA,6,Natural,42
R_3rJ73y4zBZKMTeV,6,Natural,42
R_zUPMpvNqwkbt4oF,6,Natural,42
R_ptOO0vqHKVEFzvH,6,Natural,43
R_2TuuUWeeIrA7YWz,6,Natural,43
R_r2pLEBnXOx2tc8p,4,Natural,43
R_3KohpaUvxMxwnK1,6,Natural,43
R_1Kw4seroK4hzq8J,6,Natural,43
R_2TEGXWKyyYjxux0,5,Natural,43
R_2bNSez8kPKVkk0j,6,Natural,43
R_vIDGcvdZ61dSkkF,6,Natural,43
R_3P5l3CMUUKTmbaL,6,Natural,43
R_21gk6GiQXaDrMt2,6,Natural,43
R_1rJrkm9MZ0UbO0b,6,Natural,43
R_2VPC4q2m7hstAaW,6,Natural,43
R_3KB00E7S1VhPWFD,6,Natural,43
R_3qR88XHKXhl1RLR,6,Natural,43
R_3W5LAymbgTVITHX,6,Natural,43
R_2z7kq6MFYuSnHT6,6,Natural,43
R_1lhLKgr13oozzPg,3,Natural,43
R_3ffLCaSkmPsiUYn,6,Natural,43
R_1PY8SA05FPIKBCS,6,Natural,43
R_1CsjBGkk3Ui30Yk,6,Natural,43
R_2bWcF9m2SiW74Vw,6,Natural,43
R_1kOjYWHPvRogELt,6,Natural,43
R_3EumpdjBvvjiK1I,6,Natural,43
R_2ckdDJpUAGuY3Pt,6,Natural,43
R_2ZDKGZYJjZu6X1Y,6,Natural,43
R_12SH1EJtaSFR4wp,6,Natural,43
R_3R7zHfZ0HIrwGBV,6,Natural,43
R_Om8eREobVAawvZL,6,Natural,43
R_1HicleIyFIoDW8g,6,Natural,43
R_1gGejdMJLRqr4gs,5,Natural,43
R_2D2EiBz7TJKge4b,5,Natural,43
R_3CEhJ8EBqsPDMLB,6,Natural,43
R_3kiCL1CWl05kYag,6,Natural,43
R_XSpTve41y3msiVr,6,Natural,43
R_bBMvKG66TpWv0cx,5,Natural,43
R_s83Qo7JHTxXzpWF,4,Natural,43
R_cCsEaF4QkSqNxuN,6,Natural,43
R_2fkXvKa3m5s0uTM,6,Natural,43
R_1MYsdC39YxixAvs,6,Natural,43
R_22CU0vCOzdEcHCr,6,Natural,43
R_z0xRVpXxyAbXovn,6,Natural,43
R_1CKp9DmeaZTZZQS,6,Natural,43
R_31HSkdcZS8yZscC,6,Natural,43
R_2Enniyt9lPtMbDC,6,Natural,43
R_tPV5UMF7fLNrUk1,6,Natural,43
R_1O0317CZheE7es9,6,Natural,43
R_1NadcnqCF0DrPHA,6,Natural,43
R_3rJ73y4zBZKMTeV,6,Natural,43
R_zUPMpvNqwkbt4oF,6,Natural,43
R_ptOO0vqHKVEFzvH,6,Natural,44
R_2TuuUWeeIrA7YWz,6,Natural,44
R_r2pLEBnXOx2tc8p,5,Natural,44
R_3KohpaUvxMxwnK1,6,Natural,44
R_1Kw4seroK4hzq8J,6,Natural,44
R_2TEGXWKyyYjxux0,6,Natural,44
R_2bNSez8kPKVkk0j,6,Natural,44
R_vIDGcvdZ61dSkkF,6,Natural,44
R_3P5l3CMUUKTmbaL,6,Natural,44
R_21gk6GiQXaDrMt2,6,Natural,44
R_1rJrkm9MZ0UbO0b,5,Natural,44
R_2VPC4q2m7hstAaW,5,Natural,44
R_3KB00E7S1VhPWFD,6,Natural,44
R_3qR88XHKXhl1RLR,6,Natural,44
R_3W5LAymbgTVITHX,6,Natural,44
R_2z7kq6MFYuSnHT6,6,Natural,44
R_1lhLKgr13oozzPg,5,Natural,44
R_3ffLCaSkmPsiUYn,6,Natural,44
R_1PY8SA05FPIKBCS,6,Natural,44
R_1CsjBGkk3Ui30Yk,5,Natural,44
R_2bWcF9m2SiW74Vw,6,Natural,44
R_1kOjYWHPvRogELt,6,Natural,44
R_3EumpdjBvvjiK1I,6,Natural,44
R_2ckdDJpUAGuY3Pt,6,Natural,44
R_2ZDKGZYJjZu6X1Y,6,Natural,44
R_12SH1EJtaSFR4wp,6,Natural,44
R_3R7zHfZ0HIrwGBV,6,Natural,44
R_Om8eREobVAawvZL,6,Natural,44
R_1HicleIyFIoDW8g,5,Natural,44
R_1gGejdMJLRqr4gs,6,Natural,44
R_2D2EiBz7TJKge4b,3,Natural,44
R_3CEhJ8EBqsPDMLB,6,Natural,44
R_3kiCL1CWl05kYag,5,Natural,44
R_XSpTve41y3msiVr,6,Natural,44
R_bBMvKG66TpWv0cx,5,Natural,44
R_s83Qo7JHTxXzpWF,6,Natural,44
R_cCsEaF4QkSqNxuN,6,Natural,44
R_2fkXvKa3m5s0uTM,6,Natural,44
R_1MYsdC39YxixAvs,5,Natural,44
R_22CU0vCOzdEcHCr,6,Natural,44
R_z0xRVpXxyAbXovn,5,Natural,44
R_1CKp9DmeaZTZZQS,6,Natural,44
R_31HSkdcZS8yZscC,6,Natural,44
R_2Enniyt9lPtMbDC,6,Natural,44
R_tPV5UMF7fLNrUk1,6,Natural,44
R_1O0317CZheE7es9,6,Natural,44
R_1NadcnqCF0DrPHA,6,Natural,44
R_3rJ73y4zBZKMTeV,6,Natural,44
R_zUPMpvNqwkbt4oF,6,Natural,44
R_ptOO0vqHKVEFzvH,5,Natural,45
R_2TuuUWeeIrA7YWz,6,Natural,45
R_r2pLEBnXOx2tc8p,6,Natural,45
R_3KohpaUvxMxwnK1,6,Natural,45
R_1Kw4seroK4hzq8J,6,Natural,45
R_2TEGXWKyyYjxux0,6,Natural,45
R_2bNSez8kPKVkk0j,6,Natural,45
R_vIDGcvdZ61dSkkF,6,Natural,45
R_3P5l3CMUUKTmbaL,6,Natural,45
R_21gk6GiQXaDrMt2,6,Natural,45
R_1rJrkm9MZ0UbO0b,5,Natural,45
R_2VPC4q2m7hstAaW,6,Natural,45
R_3KB00E7S1VhPWFD,6,Natural,45
R_3qR88XHKXhl1RLR,6,Natural,45
R_3W5LAymbgTVITHX,6,Natural,45
R_2z7kq6MFYuSnHT6,6,Natural,45
R_1lhLKgr13oozzPg,3,Natural,45
R_3ffLCaSkmPsiUYn,6,Natural,45
R_1PY8SA05FPIKBCS,5,Natural,45
R_1CsjBGkk3Ui30Yk,6,Natural,45
R_2bWcF9m2SiW74Vw,6,Natural,45
R_1kOjYWHPvRogELt,5,Natural,45
R_3EumpdjBvvjiK1I,6,Natural,45
R_2ckdDJpUAGuY3Pt,6,Natural,45
R_2ZDKGZYJjZu6X1Y,6,Natural,45
R_12SH1EJtaSFR4wp,6,Natural,45
R_3R7zHfZ0HIrwGBV,6,Natural,45
R_Om8eREobVAawvZL,6,Natural,45
R_1HicleIyFIoDW8g,5,Natural,45
R_1gGejdMJLRqr4gs,4,Natural,45
R_2D2EiBz7TJKge4b,3,Natural,45
R_3CEhJ8EBqsPDMLB,6,Natural,45
R_3kiCL1CWl05kYag,5,Natural,45
R_XSpTve41y3msiVr,4,Natural,45
R_bBMvKG66TpWv0cx,6,Natural,45
R_s83Qo7JHTxXzpWF,6,Natural,45
R_cCsEaF4QkSqNxuN,6,Natural,45
R_2fkXvKa3m5s0uTM,6,Natural,45
R_1MYsdC39YxixAvs,6,Natural,45
R_22CU0vCOzdEcHCr,6,Natural,45
R_z0xRVpXxyAbXovn,5,Natural,45
R_1CKp9DmeaZTZZQS,5,Natural,45
R_31HSkdcZS8yZscC,6,Natural,45
R_2Enniyt9lPtMbDC,5,Natural,45
R_tPV5UMF7fLNrUk1,6,Natural,45
R_1O0317CZheE7es9,6,Natural,45
R_1NadcnqCF0DrPHA,6,Natural,45
R_3rJ73y4zBZKMTeV,6,Natural,45
R_zUPMpvNqwkbt4oF,6,Natural,45
R_ptOO0vqHKVEFzvH,6,Natural,46
R_2TuuUWeeIrA7YWz,6,Natural,46
R_r2pLEBnXOx2tc8p,5,Natural,46
R_3KohpaUvxMxwnK1,6,Natural,46
R_1Kw4seroK4hzq8J,6,Natural,46
R_2TEGXWKyyYjxux0,6,Natural,46
R_2bNSez8kPKVkk0j,6,Natural,46
R_vIDGcvdZ61dSkkF,6,Natural,46
R_3P5l3CMUUKTmbaL,6,Natural,46
R_21gk6GiQXaDrMt2,6,Natural,46
R_1rJrkm9MZ0UbO0b,5,Natural,46
R_2VPC4q2m7hstAaW,6,Natural,46
R_3KB00E7S1VhPWFD,6,Natural,46
R_3qR88XHKXhl1RLR,6,Natural,46
R_3W5LAymbgTVITHX,6,Natural,46
R_2z7kq6MFYuSnHT6,6,Natural,46
R_1lhLKgr13oozzPg,6,Natural,46
R_3ffLCaSkmPsiUYn,4,Natural,46
R_1PY8SA05FPIKBCS,6,Natural,46
R_1CsjBGkk3Ui30Yk,5,Natural,46
R_2bWcF9m2SiW74Vw,6,Natural,46
R_1kOjYWHPvRogELt,5,Natural,46
R_3EumpdjBvvjiK1I,6,Natural,46
R_2ckdDJpUAGuY3Pt,6,Natural,46
R_2ZDKGZYJjZu6X1Y,5,Natural,46
R_12SH1EJtaSFR4wp,6,Natural,46
R_3R7zHfZ0HIrwGBV,6,Natural,46
R_Om8eREobVAawvZL,6,Natural,46
R_1HicleIyFIoDW8g,6,Natural,46
R_1gGejdMJLRqr4gs,6,Natural,46
R_2D2EiBz7TJKge4b,5,Natural,46
R_3CEhJ8EBqsPDMLB,6,Natural,46
R_3kiCL1CWl05kYag,6,Natural,46
R_XSpTve41y3msiVr,5,Natural,46
R_bBMvKG66TpWv0cx,6,Natural,46
R_s83Qo7JHTxXzpWF,5,Natural,46
R_cCsEaF4QkSqNxuN,6,Natural,46
R_2fkXvKa3m5s0uTM,6,Natural,46
R_1MYsdC39YxixAvs,6,Natural,46
R_22CU0vCOzdEcHCr,6,Natural,46
R_z0xRVpXxyAbXovn,5,Natural,46
R_1CKp9DmeaZTZZQS,5,Natural,46
R_31HSkdcZS8yZscC,6,Natural,46
R_2Enniyt9lPtMbDC,6,Natural,46
R_tPV5UMF7fLNrUk1,6,Natural,46
R_1O0317CZheE7es9,6,Natural,46
R_1NadcnqCF0DrPHA,6,Natural,46
R_3rJ73y4zBZKMTeV,6,Natural,46
R_zUPMpvNqwkbt4oF,6,Natural,46
R_ptOO0vqHKVEFzvH,6,Natural,47
R_2TuuUWeeIrA7YWz,6,Natural,47
R_r2pLEBnXOx2tc8p,5,Natural,47
R_3KohpaUvxMxwnK1,6,Natural,47
R_1Kw4seroK4hzq8J,6,Natural,47
R_2TEGXWKyyYjxux0,5,Natural,47
R_2bNSez8kPKVkk0j,6,Natural,47
R_vIDGcvdZ61dSkkF,6,Natural,47
R_3P5l3CMUUKTmbaL,6,Natural,47
R_21gk6GiQXaDrMt2,6,Natural,47
R_1rJrkm9MZ0UbO0b,5,Natural,47
R_2VPC4q2m7hstAaW,6,Natural,47
R_3KB00E7S1VhPWFD,6,Natural,47
R_3qR88XHKXhl1RLR,6,Natural,47
R_3W5LAymbgTVITHX,6,Natural,47
R_2z7kq6MFYuSnHT6,6,Natural,47
R_1lhLKgr13oozzPg,6,Natural,47
R_3ffLCaSkmPsiUYn,6,Natural,47
R_1PY8SA05FPIKBCS,6,Natural,47
R_1CsjBGkk3Ui30Yk,5,Natural,47
R_2bWcF9m2SiW74Vw,6,Natural,47
R_1kOjYWHPvRogELt,6,Natural,47
R_3EumpdjBvvjiK1I,6,Natural,47
R_2ckdDJpUAGuY3Pt,6,Natural,47
R_2ZDKGZYJjZu6X1Y,5,Natural,47
R_12SH1EJtaSFR4wp,6,Natural,47
R_3R7zHfZ0HIrwGBV,6,Natural,47
R_Om8eREobVAawvZL,6,Natural,47
R_1HicleIyFIoDW8g,5,Natural,47
R_1gGejdMJLRqr4gs,5,Natural,47
R_2D2EiBz7TJKge4b,4,Natural,47
R_3CEhJ8EBqsPDMLB,6,Natural,47
R_3kiCL1CWl05kYag,6,Natural,47
R_XSpTve41y3msiVr,6,Natural,47
R_bBMvKG66TpWv0cx,6,Natural,47
R_s83Qo7JHTxXzpWF,5,Natural,47
R_cCsEaF4QkSqNxuN,6,Natural,47
R_2fkXvKa3m5s0uTM,6,Natural,47
R_1MYsdC39YxixAvs,6,Natural,47
R_22CU0vCOzdEcHCr,6,Natural,47
R_z0xRVpXxyAbXovn,6,Natural,47
R_1CKp9DmeaZTZZQS,6,Natural,47
R_31HSkdcZS8yZscC,6,Natural,47
R_2Enniyt9lPtMbDC,6,Natural,47
R_tPV5UMF7fLNrUk1,6,Natural,47
R_1O0317CZheE7es9,6,Natural,47
R_1NadcnqCF0DrPHA,5,Natural,47
R_3rJ73y4zBZKMTeV,6,Natural,47
