subj_id,RT,sentID,measure
R_3CEhJ8EBqsPDMLB,1.135,39,Timing_1
R_3kiCL1CWl05kYag,2.927,39,Timing_1
R_XSpTve41y3msiVr,1.928,39,Timing_1
R_bBMvKG66TpWv0cx,2.827,39,Timing_1
R_s83Qo7JHTxXzpWF,4.933,39,Timing_1
R_cCsEaF4QkSqNxuN,4.65,39,Timing_1
R_2fkXvKa3m5s0uTM,3.515,39,Timing_1
R_1MYsdC39YxixAvs,2.738,39,Timing_1
R_22CU0vCOzdEcHCr,1.333,39,Timing_1
R_z0xRVpXxyAbXovn,2.079,39,Timing_1
R_1CKp9DmeaZTZZQS,3.8,39,Timing_1
R_31HSkdcZS8yZscC,3.055,39,Timing_1
R_2Enniyt9lPtMbDC,6.009,39,Timing_1
R_tPV5UMF7fLNrUk1,0.85,39,Timing_1
R_1O0317CZheE7es9,2.801,39,Timing_1
R_1NadcnqCF0DrPHA,2.56,39,Timing_1
R_3rJ73y4zBZKMTeV,3.388,39,Timing_1
R_zUPMpvNqwkbt4oF,5.712,39,Timing_1
R_ptOO0vqHKVEFzvH,2.822,40,Timing_1
R_2TuuUWeeIrA7YWz,2.101,40,Timing_1
R_r2pLEBnXOx2tc8p,0.533,40,Timing_1
R_3KohpaUvxMxwnK1,4.438,40,Timing_1
R_1Kw4seroK4hzq8J,2.545,40,Timing_1
R_2TEGXWKyyYjxux0,3.367,40,Timing_1
R_2bNSez8kPKVkk0j,6.042,40,Timing_1
R_vIDGcvdZ61dSkkF,2.929,40,Timing_1
R_3P5l3CMUUKTmbaL,2.54,40,Timing_1
R_21gk6GiQXaDrMt2,2.273,40,Timing_1
R_1rJrkm9MZ0UbO0b,2.893,40,Timing_1
R_2VPC4q2m7hstAaW,0.988,40,Timing_1
R_3KB00E7S1VhPWFD,3.19,40,Timing_1
R_3qR88XHKXhl1RLR,1.621,40,Timing_1
R_3W5LAymbgTVITHX,2.883,40,Timing_1
R_2z7kq6MFYuSnHT6,4.377,40,Timing_1
R_1lhLKgr13oozzPg,1.617,40,Timing_1
R_3ffLCaSkmPsiUYn,3.991,40,Timing_1
R_1PY8SA05FPIKBCS,5.62,40,Timing_1
R_1CsjBGkk3Ui30Yk,1.653,40,Timing_1
R_2bWcF9m2SiW74Vw,2.389,40,Timing_1
R_1kOjYWHPvRogELt,2.851,40,Timing_1
R_3EumpdjBvvjiK1I,9.096,40,Timing_1
R_2ckdDJpUAGuY3Pt,3.979,40,Timing_1
R_2ZDKGZYJjZu6X1Y,2.56,40,Timing_1
R_12SH1EJtaSFR4wp,2.247,40,Timing_1
R_3R7zHfZ0HIrwGBV,6.186,40,Timing_1
R_Om8eREobVAawvZL,2.158,40,Timing_1
R_1HicleIyFIoDW8g,2.663,40,Timing_1
R_1gGejdMJLRqr4gs,3.122,40,Timing_1
R_2D2EiBz7TJKge4b,3.302,40,Timing_1
R_3CEhJ8EBqsPDMLB,1.389,40,Timing_1
R_3kiCL1CWl05kYag,4.217,40,Timing_1
R_XSpTve41y3msiVr,2.419,40,Timing_1
R_bBMvKG66TpWv0cx,7.101,40,Timing_1
R_s83Qo7JHTxXzpWF,13.457,40,Timing_1
R_cCsEaF4QkSqNxuN,3.444,40,Timing_1
R_2fkXvKa3m5s0uTM,2.878,40,Timing_1
R_1MYsdC39YxixAvs,4.944,40,Timing_1
R_22CU0vCOzdEcHCr,1.653,40,Timing_1
R_z0xRVpXxyAbXovn,3.027,40,Timing_1
R_1CKp9DmeaZTZZQS,4.441,40,Timing_1
R_31HSkdcZS8yZscC,6.746,40,Timing_1
R_2Enniyt9lPtMbDC,6.007,40,Timing_1
R_tPV5UMF7fLNrUk1,1.058,40,Timing_1
R_1O0317CZheE7es9,3.242,40,Timing_1
R_1NadcnqCF0DrPHA,3.136,40,Timing_1
R_3rJ73y4zBZKMTeV,10.393,40,Timing_1
R_zUPMpvNqwkbt4oF,11.793,40,Timing_1
R_ptOO0vqHKVEFzvH,5.847,41,Timing_1
R_2TuuUWeeIrA7YWz,2.751,41,Timing_1
R_r2pLEBnXOx2tc8p,1.257,41,Timing_1
R_3KohpaUvxMxwnK1,6.702,41,Timing_1
R_1Kw4seroK4hzq8J,3.181,41,Timing_1
R_2TEGXWKyyYjxux0,9.598,41,Timing_1
R_2bNSez8kPKVkk0j,1.353,41,Timing_1
R_vIDGcvdZ61dSkkF,1.888,41,Timing_1
R_3P5l3CMUUKTmbaL,0.846,41,Timing_1
R_21gk6GiQXaDrMt2,2.546,41,Timing_1
R_1rJrkm9MZ0UbO0b,2.43,41,Timing_1
R_2VPC4q2m7hstAaW,1.5,41,Timing_1
R_3KB00E7S1VhPWFD,1.754,41,Timing_1
R_3qR88XHKXhl1RLR,54.417,41,Timing_1
R_3W5LAymbgTVITHX,1.551,41,Timing_1
R_2z7kq6MFYuSnHT6,5.1,41,Timing_1
R_1lhLKgr13oozzPg,23.6,41,Timing_1
R_3ffLCaSkmPsiUYn,1.584,41,Timing_1
R_1PY8SA05FPIKBCS,2.945,41,Timing_1
R_1CsjBGkk3Ui30Yk,1.969,41,Timing_1
R_2bWcF9m2SiW74Vw,2.497,41,Timing_1
R_1kOjYWHPvRogELt,4.418,41,Timing_1
R_3EumpdjBvvjiK1I,11.933,41,Timing_1
R_2ckdDJpUAGuY3Pt,2.419,41,Timing_1
R_2ZDKGZYJjZu6X1Y,4.383,41,Timing_1
R_12SH1EJtaSFR4wp,1.14,41,Timing_1
R_3R7zHfZ0HIrwGBV,7.354,41,Timing_1
R_Om8eREobVAawvZL,2.361,41,Timing_1
R_1HicleIyFIoDW8g,3.074,41,Timing_1
R_1gGejdMJLRqr4gs,2.879,41,Timing_1
R_2D2EiBz7TJKge4b,2.827,41,Timing_1
R_3CEhJ8EBqsPDMLB,2.059,41,Timing_1
R_3kiCL1CWl05kYag,5.459,41,Timing_1
R_XSpTve41y3msiVr,4.962,41,Timing_1
R_bBMvKG66TpWv0cx,4.248,41,Timing_1
R_s83Qo7JHTxXzpWF,4.329,41,Timing_1
R_cCsEaF4QkSqNxuN,3.262,41,Timing_1
R_2fkXvKa3m5s0uTM,4.73,41,Timing_1
R_1MYsdC39YxixAvs,1.25,41,Timing_1
R_22CU0vCOzdEcHCr,1.383,41,Timing_1
R_z0xRVpXxyAbXovn,1.918,41,Timing_1
R_1CKp9DmeaZTZZQS,24.863,41,Timing_1
R_31HSkdcZS8yZscC,4.357,41,Timing_1
R_2Enniyt9lPtMbDC,5.053,41,Timing_1
R_tPV5UMF7fLNrUk1,0.861,41,Timing_1
R_1O0317CZheE7es9,3.094,41,Timing_1
R_1NadcnqCF0DrPHA,3.171,41,Timing_1
R_3rJ73y4zBZKMTeV,27.554,41,Timing_1
R_zUPMpvNqwkbt4oF,2807.453,41,Timing_1
R_ptOO0vqHKVEFzvH,2.572,42,Timing_1
R_2TuuUWeeIrA7YWz,8.173,42,Timing_1
R_r2pLEBnXOx2tc8p,1.141,42,Timing_1
R_3KohpaUvxMxwnK1,3.385,42,Timing_1
R_1Kw4seroK4hzq8J,2.684,42,Timing_1
R_2TEGXWKyyYjxux0,5.32,42,Timing_1
R_2bNSez8kPKVkk0j,2.784,42,Timing_1
R_vIDGcvdZ61dSkkF,2.317,42,Timing_1
R_3P5l3CMUUKTmbaL,0.767,42,Timing_1
R_21gk6GiQXaDrMt2,2.055,42,Timing_1
R_1rJrkm9MZ0UbO0b,2.593,42,Timing_1
R_2VPC4q2m7hstAaW,1.169,42,Timing_1
R_3KB00E7S1VhPWFD,4.232,42,Timing_1
R_3qR88XHKXhl1RLR,2.608,42,Timing_1
R_3W5LAymbgTVITHX,4.305,42,Timing_1
R_2z7kq6MFYuSnHT6,3.88,42,Timing_1
R_1lhLKgr13oozzPg,3.543,42,Timing_1
R_3ffLCaSkmPsiUYn,1.078,42,Timing_1
R_1PY8SA05FPIKBCS,1.789,42,Timing_1
R_1CsjBGkk3Ui30Yk,3.538,42,Timing_1
R_2bWcF9m2SiW74Vw,2.214,42,Timing_1
R_1kOjYWHPvRogELt,3.916,42,Timing_1
R_3EumpdjBvvjiK1I,6.816,42,Timing_1
R_2ckdDJpUAGuY3Pt,1.477,42,Timing_1
R_2ZDKGZYJjZu6X1Y,3.345,42,Timing_1
R_12SH1EJtaSFR4wp,1.822,42,Timing_1
R_3R7zHfZ0HIrwGBV,6.869,42,Timing_1
R_Om8eREobVAawvZL,3.188,42,Timing_1
R_1HicleIyFIoDW8g,2.515,42,Timing_1
R_1gGejdMJLRqr4gs,2.185,42,Timing_1
R_2D2EiBz7TJKge4b,2.466,42,Timing_1
R_3CEhJ8EBqsPDMLB,2.956,42,Timing_1
R_3kiCL1CWl05kYag,4.467,42,Timing_1
R_XSpTve41y3msiVr,3.022,42,Timing_1
R_bBMvKG66TpWv0cx,2.74,42,Timing_1
R_s83Qo7JHTxXzpWF,5.134,42,Timing_1
R_cCsEaF4QkSqNxuN,4.291,42,Timing_1
R_2fkXvKa3m5s0uTM,3.443,42,Timing_1
R_1MYsdC39YxixAvs,3.741,42,Timing_1
R_22CU0vCOzdEcHCr,1.551,42,Timing_1
R_z0xRVpXxyAbXovn,2.273,42,Timing_1
R_1CKp9DmeaZTZZQS,4.74,42,Timing_1
R_31HSkdcZS8yZscC,6.241,42,Timing_1
R_2Enniyt9lPtMbDC,5.808,42,Timing_1
R_tPV5UMF7fLNrUk1,1.203,42,Timing_1
R_1O0317CZheE7es9,3.062,42,Timing_1
R_1NadcnqCF0DrPHA,2.677,42,Timing_1
R_3rJ73y4zBZKMTeV,5.527,42,Timing_1
R_zUPMpvNqwkbt4oF,5.99,42,Timing_1
R_ptOO0vqHKVEFzvH,4.362,43,Timing_1
R_2TuuUWeeIrA7YWz,2.057,43,Timing_1
R_r2pLEBnXOx2tc8p,0.533,43,Timing_1
R_3KohpaUvxMxwnK1,3.549,43,Timing_1
R_1Kw4seroK4hzq8J,7.194,43,Timing_1
R_2TEGXWKyyYjxux0,5.638,43,Timing_1
R_2bNSez8kPKVkk0j,1.366,43,Timing_1
R_vIDGcvdZ61dSkkF,1.45,43,Timing_1
R_3P5l3CMUUKTmbaL,0.92,43,Timing_1
R_21gk6GiQXaDrMt2,6.567,43,Timing_1
R_1rJrkm9MZ0UbO0b,3.786,43,Timing_1
R_2VPC4q2m7hstAaW,1.264,43,Timing_1
R_3KB00E7S1VhPWFD,4.022,43,Timing_1
R_3qR88XHKXhl1RLR,8.498,43,Timing_1
R_3W5LAymbgTVITHX,5.019,43,Timing_1
R_2z7kq6MFYuSnHT6,5.615,43,Timing_1
R_1lhLKgr13oozzPg,13.451,43,Timing_1
R_3ffLCaSkmPsiUYn,1.401,43,Timing_1
R_1PY8SA05FPIKBCS,389.792,43,Timing_1
R_1CsjBGkk3Ui30Yk,3.926,43,Timing_1
R_2bWcF9m2SiW74Vw,2.6,43,Timing_1
R_1kOjYWHPvRogELt,6.374,43,Timing_1
R_3EumpdjBvvjiK1I,122.667,43,Timing_1
R_2ckdDJpUAGuY3Pt,1.521,43,Timing_1
R_2ZDKGZYJjZu6X1Y,2.65,43,Timing_1
R_12SH1EJtaSFR4wp,2.07,43,Timing_1
R_3R7zHfZ0HIrwGBV,10.828,43,Timing_1
R_Om8eREobVAawvZL,3.147,43,Timing_1
R_1HicleIyFIoDW8g,2.325,43,Timing_1
R_1gGejdMJLRqr4gs,2.69,43,Timing_1
R_2D2EiBz7TJKge4b,4.165,43,Timing_1
R_3CEhJ8EBqsPDMLB,1.523,43,Timing_1
R_3kiCL1CWl05kYag,3.642,43,Timing_1
R_XSpTve41y3msiVr,34.434,43,Timing_1
R_bBMvKG66TpWv0cx,3.414,43,Timing_1
R_s83Qo7JHTxXzpWF,1.638,43,Timing_1
R_cCsEaF4QkSqNxuN,5.73,43,Timing_1
R_2fkXvKa3m5s0uTM,3.458,43,Timing_1
R_1MYsdC39YxixAvs,2.811,43,Timing_1
R_22CU0vCOzdEcHCr,2.12,43,Timing_1
R_z0xRVpXxyAbXovn,1.303,43,Timing_1
R_1CKp9DmeaZTZZQS,5.954,43,Timing_1
R_31HSkdcZS8yZscC,2.76,43,Timing_1
R_2Enniyt9lPtMbDC,5.372,43,Timing_1
R_tPV5UMF7fLNrUk1,1.074,43,Timing_1
R_1O0317CZheE7es9,4.626,43,Timing_1
R_1NadcnqCF0DrPHA,5.887,43,Timing_1
R_3rJ73y4zBZKMTeV,5.33,43,Timing_1
R_zUPMpvNqwkbt4oF,6.371,43,Timing_1
R_ptOO0vqHKVEFzvH,2.424,44,Timing_1
R_2TuuUWeeIrA7YWz,7.168,44,Timing_1
R_r2pLEBnXOx2tc8p,1.057,44,Timing_1
R_3KohpaUvxMxwnK1,5.312,44,Timing_1
R_1Kw4seroK4hzq8J,2.301,44,Timing_1
R_2TEGXWKyyYjxux0,7.383,44,Timing_1
R_2bNSez8kPKVkk0j,2.357,44,Timing_1
R_vIDGcvdZ61dSkkF,3.988,44,Timing_1
R_3P5l3CMUUKTmbaL,0.832,44,Timing_1
R_21gk6GiQXaDrMt2,2.276,44,Timing_1
R_1rJrkm9MZ0UbO0b,1.878,44,Timing_1
R_2VPC4q2m7hstAaW,4.442,44,Timing_1
R_3KB00E7S1VhPWFD,5.239,44,Timing_1
R_3qR88XHKXhl1RLR,1.712,44,Timing_1
R_3W5LAymbgTVITHX,2.977,44,Timing_1
R_2z7kq6MFYuSnHT6,10.862,44,Timing_1
R_1lhLKgr13oozzPg,4.67,44,Timing_1
R_3ffLCaSkmPsiUYn,1.371,44,Timing_1
R_1PY8SA05FPIKBCS,1.994,44,Timing_1
R_1CsjBGkk3Ui30Yk,1.707,44,Timing_1
R_2bWcF9m2SiW74Vw,2.062,44,Timing_1
R_1kOjYWHPvRogELt,5.837,44,Timing_1
R_3EumpdjBvvjiK1I,11.964,44,Timing_1
R_2ckdDJpUAGuY3Pt,1.571,44,Timing_1
R_2ZDKGZYJjZu6X1Y,2.398,44,Timing_1
R_12SH1EJtaSFR4wp,2.835,44,Timing_1
R_3R7zHfZ0HIrwGBV,21.276,44,Timing_1
R_Om8eREobVAawvZL,2.709,44,Timing_1
R_1HicleIyFIoDW8g,2.83,44,Timing_1
R_1gGejdMJLRqr4gs,2.246,44,Timing_1
R_2D2EiBz7TJKge4b,3.177,44,Timing_1
R_3CEhJ8EBqsPDMLB,1.559,44,Timing_1
R_3kiCL1CWl05kYag,4.459,44,Timing_1
R_XSpTve41y3msiVr,3.018,44,Timing_1
R_bBMvKG66TpWv0cx,7.028,44,Timing_1
R_s83Qo7JHTxXzpWF,6.001,44,Timing_1
R_cCsEaF4QkSqNxuN,3.746,44,Timing_1
R_2fkXvKa3m5s0uTM,5.027,44,Timing_1
R_1MYsdC39YxixAvs,3.322,44,Timing_1
R_22CU0vCOzdEcHCr,42.286,44,Timing_1
R_z0xRVpXxyAbXovn,14.101,44,Timing_1
R_1CKp9DmeaZTZZQS,4.98,44,Timing_1
R_31HSkdcZS8yZscC,3.618,44,Timing_1
R_2Enniyt9lPtMbDC,9.512,44,Timing_1
R_tPV5UMF7fLNrUk1,0.726,44,Timing_1
R_1O0317CZheE7es9,4.2,44,Timing_1
R_1NadcnqCF0DrPHA,2.27,44,Timing_1
R_3rJ73y4zBZKMTeV,4.257,44,Timing_1
R_zUPMpvNqwkbt4oF,7.354,44,Timing_1
R_ptOO0vqHKVEFzvH,6.427,45,Timing_1
R_2TuuUWeeIrA7YWz,16.999,45,Timing_1
R_r2pLEBnXOx2tc8p,0.9,45,Timing_1
R_3KohpaUvxMxwnK1,7.939,45,Timing_1
R_1Kw4seroK4hzq8J,4.336,45,Timing_1
R_2TEGXWKyyYjxux0,4.884,45,Timing_1
R_2bNSez8kPKVkk0j,21.18,45,Timing_1
R_vIDGcvdZ61dSkkF,2.456,45,Timing_1
R_3P5l3CMUUKTmbaL,2.381,45,Timing_1
R_21gk6GiQXaDrMt2,3.929,45,Timing_1
R_1rJrkm9MZ0UbO0b,6.142,45,Timing_1
R_2VPC4q2m7hstAaW,1.167,45,Timing_1
R_3KB00E7S1VhPWFD,4.946,45,Timing_1
R_3qR88XHKXhl1RLR,14.209,45,Timing_1
R_3W5LAymbgTVITHX,11.064,45,Timing_1
R_2z7kq6MFYuSnHT6,5.276,45,Timing_1
R_1lhLKgr13oozzPg,5.277,45,Timing_1
R_3ffLCaSkmPsiUYn,2.038,45,Timing_1
R_1PY8SA05FPIKBCS,3.743,45,Timing_1
R_1CsjBGkk3Ui30Yk,1.526,45,Timing_1
R_2bWcF9m2SiW74Vw,2.971,45,Timing_1
R_1kOjYWHPvRogELt,5.09,45,Timing_1
R_3EumpdjBvvjiK1I,24.361,45,Timing_1
R_2ckdDJpUAGuY3Pt,4.39,45,Timing_1
R_2ZDKGZYJjZu6X1Y,3.37,45,Timing_1
R_12SH1EJtaSFR4wp,2.851,45,Timing_1
R_3R7zHfZ0HIrwGBV,8.075,45,Timing_1
R_Om8eREobVAawvZL,5.414,45,Timing_1
R_1HicleIyFIoDW8g,2.915,45,Timing_1
R_1gGejdMJLRqr4gs,3.359,45,Timing_1
R_2D2EiBz7TJKge4b,11.351,45,Timing_1
R_3CEhJ8EBqsPDMLB,3.032,45,Timing_1
R_3kiCL1CWl05kYag,9.881,45,Timing_1
R_XSpTve41y3msiVr,6.782,45,Timing_1
R_bBMvKG66TpWv0cx,3.581,45,Timing_1
R_s83Qo7JHTxXzpWF,4.46,45,Timing_1
R_cCsEaF4QkSqNxuN,4.469,45,Timing_1
R_2fkXvKa3m5s0uTM,4.471,45,Timing_1
R_1MYsdC39YxixAvs,2.565,45,Timing_1
R_22CU0vCOzdEcHCr,1.653,45,Timing_1
R_z0xRVpXxyAbXovn,1.45,45,Timing_1
R_1CKp9DmeaZTZZQS,12.764,45,Timing_1
R_31HSkdcZS8yZscC,5.08,45,Timing_1
R_2Enniyt9lPtMbDC,9.584,45,Timing_1
R_tPV5UMF7fLNrUk1,1.674,45,Timing_1
R_1O0317CZheE7es9,4.332,45,Timing_1
R_1NadcnqCF0DrPHA,8.126,45,Timing_1
R_3rJ73y4zBZKMTeV,6.826,45,Timing_1
R_zUPMpvNqwkbt4oF,5.23,45,Timing_1
R_ptOO0vqHKVEFzvH,4.424,46,Timing_1
R_2TuuUWeeIrA7YWz,4.22,46,Timing_1
R_r2pLEBnXOx2tc8p,0.938,46,Timing_1
R_3KohpaUvxMxwnK1,4.063,46,Timing_1
R_1Kw4seroK4hzq8J,3.938,46,Timing_1
R_2TEGXWKyyYjxux0,7.032,46,Timing_1
R_2bNSez8kPKVkk0j,6.93,46,Timing_1
R_vIDGcvdZ61dSkkF,2.656,46,Timing_1
R_3P5l3CMUUKTmbaL,4.218,46,Timing_1
R_21gk6GiQXaDrMt2,5.556,46,Timing_1
R_1rJrkm9MZ0UbO0b,2.793,46,Timing_1
R_2VPC4q2m7hstAaW,4.601,46,Timing_1
R_3KB00E7S1VhPWFD,4.846,46,Timing_1
R_3qR88XHKXhl1RLR,3.163,46,Timing_1
R_3W5LAymbgTVITHX,15.506,46,Timing_1
R_2z7kq6MFYuSnHT6,4.294,46,Timing_1
R_1lhLKgr13oozzPg,6.365,46,Timing_1
R_3ffLCaSkmPsiUYn,2.531,46,Timing_1
R_1PY8SA05FPIKBCS,2.76,46,Timing_1
R_1CsjBGkk3Ui30Yk,1.451,46,Timing_1
R_2bWcF9m2SiW74Vw,3.185,46,Timing_1
R_1kOjYWHPvRogELt,5.335,46,Timing_1
R_3EumpdjBvvjiK1I,6.365,46,Timing_1
R_2ckdDJpUAGuY3Pt,1.564,46,Timing_1
R_2ZDKGZYJjZu6X1Y,3.966,46,Timing_1
R_12SH1EJtaSFR4wp,2.123,46,Timing_1
R_3R7zHfZ0HIrwGBV,20.109,46,Timing_1
R_Om8eREobVAawvZL,2.778,46,Timing_1
R_1HicleIyFIoDW8g,2.296,46,Timing_1
R_1gGejdMJLRqr4gs,3.335,46,Timing_1
R_2D2EiBz7TJKge4b,12.06,46,Timing_1
R_3CEhJ8EBqsPDMLB,4.48,46,Timing_1
R_3kiCL1CWl05kYag,4.609,46,Timing_1
R_XSpTve41y3msiVr,3.57,46,Timing_1
R_bBMvKG66TpWv0cx,4.117,46,Timing_1
R_s83Qo7JHTxXzpWF,1.721,46,Timing_1
R_cCsEaF4QkSqNxuN,4.173,46,Timing_1
R_2fkXvKa3m5s0uTM,11.743,46,Timing_1
R_1MYsdC39YxixAvs,9.111,46,Timing_1
R_22CU0vCOzdEcHCr,1.392,46,Timing_1
R_z0xRVpXxyAbXovn,2.862,46,Timing_1
R_1CKp9DmeaZTZZQS,6.699,46,Timing_1
R_31HSkdcZS8yZscC,5.635,46,Timing_1
R_2Enniyt9lPtMbDC,6.291,46,Timing_1
R_tPV5UMF7fLNrUk1,0.775,46,Timing_1
R_1O0317CZheE7es9,3.773,46,Timing_1
R_1NadcnqCF0DrPHA,3.094,46,Timing_1
R_3rJ73y4zBZKMTeV,5.193,46,Timing_1
R_zUPMpvNqwkbt4oF,6.065,46,Timing_1
R_ptOO0vqHKVEFzvH,4.108,47,Timing_1
R_2TuuUWeeIrA7YWz,2.165,47,Timing_1
R_r2pLEBnXOx2tc8p,1.516,47,Timing_1
R_3KohpaUvxMxwnK1,5.014,47,Timing_1
R_1Kw4seroK4hzq8J,2.524,47,Timing_1
R_2TEGXWKyyYjxux0,4.797,47,Timing_1
R_2bNSez8kPKVkk0j,3.012,47,Timing_1
R_vIDGcvdZ61dSkkF,3.013,47,Timing_1
R_3P5l3CMUUKTmbaL,1.581,47,Timing_1
R_21gk6GiQXaDrMt2,4.293,47,Timing_1
R_1rJrkm9MZ0UbO0b,2.21,47,Timing_1
R_2VPC4q2m7hstAaW,1.763,47,Timing_1
R_3KB00E7S1VhPWFD,5.319,47,Timing_1
R_3qR88XHKXhl1RLR,2.896,47,Timing_1
R_3W5LAymbgTVITHX,3.526,47,Timing_1
R_2z7kq6MFYuSnHT6,4.544,47,Timing_1
R_1lhLKgr13oozzPg,6.396,47,Timing_1
R_3ffLCaSkmPsiUYn,1.437,47,Timing_1
R_1PY8SA05FPIKBCS,1.905,47,Timing_1
R_1CsjBGkk3Ui30Yk,1.896,47,Timing_1
R_2bWcF9m2SiW74Vw,0.553,47,Timing_1
R_1kOjYWHPvRogELt,4.23,47,Timing_1
R_3EumpdjBvvjiK1I,9.098,47,Timing_1
R_2ckdDJpUAGuY3Pt,1.714,47,Timing_1
R_2ZDKGZYJjZu6X1Y,3.666,47,Timing_1
R_12SH1EJtaSFR4wp,1.301,47,Timing_1
R_3R7zHfZ0HIrwGBV,6.928,47,Timing_1
R_Om8eREobVAawvZL,3.457,47,Timing_1
R_1HicleIyFIoDW8g,2.323,47,Timing_1
R_1gGejdMJLRqr4gs,3.508,47,Timing_1
R_2D2EiBz7TJKge4b,7.827,47,Timing_1
R_3CEhJ8EBqsPDMLB,6.561,47,Timing_1
R_3kiCL1CWl05kYag,4.023,47,Timing_1
R_XSpTve41y3msiVr,4.712,47,Timing_1
R_bBMvKG66TpWv0cx,3.548,47,Timing_1
R_s83Qo7JHTxXzpWF,1.61,47,Timing_1
R_cCsEaF4QkSqNxuN,5.342,47,Timing_1
R_2fkXvKa3m5s0uTM,3.818,47,Timing_1
R_1MYsdC39YxixAvs,2.881,47,Timing_1
R_22CU0vCOzdEcHCr,4.304,47,Timing_1
R_z0xRVpXxyAbXovn,3.215,47,Timing_1
R_1CKp9DmeaZTZZQS,6.162,47,Timing_1
R_31HSkdcZS8yZscC,4.044,47,Timing_1
R_2Enniyt9lPtMbDC,5.533,47,Timing_1
R_tPV5UMF7fLNrUk1,1.16,47,Timing_1
R_1O0317CZheE7es9,3.178,47,Timing_1
R_1NadcnqCF0DrPHA,3.173,47,Timing_1
R_3rJ73y4zBZKMTeV,4.334,47,Timing_1
R_zUPMpvNqwkbt4oF,4.679,47,Timing_1
R_ptOO0vqHKVEFzvH,2.433,48,Timing_1
R_2TuuUWeeIrA7YWz,2.29,48,Timing_1
R_r2pLEBnXOx2tc8p,0.988,48,Timing_1
R_3KohpaUvxMxwnK1,2.621,48,Timing_1
R_1Kw4seroK4hzq8J,2.134,48,Timing_1
R_2TEGXWKyyYjxux0,2.689,48,Timing_1
R_2bNSez8kPKVkk0j,1.69,48,Timing_1
R_vIDGcvdZ61dSkkF,2.829,48,Timing_1
R_3P5l3CMUUKTmbaL,1.87,48,Timing_1
R_21gk6GiQXaDrMt2,2.398,48,Timing_1
R_1rJrkm9MZ0UbO0b,2.011,48,Timing_1
R_2VPC4q2m7hstAaW,3.042,48,Timing_1
R_3KB00E7S1VhPWFD,1.292,48,Timing_1
R_3qR88XHKXhl1RLR,1.351,48,Timing_1
R_3W5LAymbgTVITHX,2.118,48,Timing_1
R_2z7kq6MFYuSnHT6,3.496,48,Timing_1
R_1lhLKgr13oozzPg,4.334,48,Timing_1
R_3ffLCaSkmPsiUYn,1.622,48,Timing_1
R_1PY8SA05FPIKBCS,292.625,48,Timing_1
R_1CsjBGkk3Ui30Yk,1.218,48,Timing_1
R_2bWcF9m2SiW74Vw,2.81,48,Timing_1
R_1kOjYWHPvRogELt,2.828,48,Timing_1
R_3EumpdjBvvjiK1I,3.422,48,Timing_1
R_2ckdDJpUAGuY3Pt,2.934,48,Timing_1
R_2ZDKGZYJjZu6X1Y,2.263,48,Timing_1
R_12SH1EJtaSFR4wp,2.107,48,Timing_1
R_3R7zHfZ0HIrwGBV,5.577,48,Timing_1
R_Om8eREobVAawvZL,2.696,48,Timing_1
R_1HicleIyFIoDW8g,20.97,48,Timing_1
R_1gGejdMJLRqr4gs,1.69,48,Timing_1
R_2D2EiBz7TJKge4b,2.115,48,Timing_1
R_3CEhJ8EBqsPDMLB,1.405,48,Timing_1
R_3kiCL1CWl05kYag,2.825,48,Timing_1
R_XSpTve41y3msiVr,2.184,48,Timing_1
R_bBMvKG66TpWv0cx,1.726,48,Timing_1
R_s83Qo7JHTxXzpWF,1.481,48,Timing_1
R_cCsEaF4QkSqNxuN,2.978,48,Timing_1
R_2fkXvKa3m5s0uTM,6.064,48,Timing_1
R_1MYsdC39YxixAvs,1.36,48,Timing_1
R_22CU0vCOzdEcHCr,2.641,48,Timing_1
R_z0xRVpXxyAbXovn,1.114,48,Timing_1
R_1CKp9DmeaZTZZQS,3.987,48,Timing_1
R_31HSkdcZS8yZscC,4.574,48,Timing_1
R_2Enniyt9lPtMbDC,3.615,48,Timing_1
R_tPV5UMF7fLNrUk1,0.735,48,Timing_1
R_1O0317CZheE7es9,2.743,48,Timing_1
R_1NadcnqCF0DrPHA,2.142,48,Timing_1
R_3rJ73y4zBZKMTeV,3.175,48,Timing_1
R_zUPMpvNqwkbt4oF,4.326,48,Timing_1
R_ptOO0vqHKVEFzvH,3.702,49,Timing_1
R_2TuuUWeeIrA7YWz,2.208,49,Timing_1
R_r2pLEBnXOx2tc8p,0.716,49,Timing_1
R_3KohpaUvxMxwnK1,7.582,49,Timing_1
R_1Kw4seroK4hzq8J,3.154,49,Timing_1
R_2TEGXWKyyYjxux0,3.644,49,Timing_1
R_2bNSez8kPKVkk0j,1.918,49,Timing_1
R_vIDGcvdZ61dSkkF,2.341,49,Timing_1
R_3P5l3CMUUKTmbaL,0.941,49,Timing_1
R_21gk6GiQXaDrMt2,4.737,49,Timing_1
R_1rJrkm9MZ0UbO0b,2.975,49,Timing_1
R_2VPC4q2m7hstAaW,0.827,49,Timing_1
R_3KB00E7S1VhPWFD,5.228,49,Timing_1
R_3qR88XHKXhl1RLR,4.394,49,Timing_1
R_3W5LAymbgTVITHX,5.705,49,Timing_1
R_2z7kq6MFYuSnHT6,5.428,49,Timing_1
R_1lhLKgr13oozzPg,7.923,49,Timing_1
R_3ffLCaSkmPsiUYn,1.302,49,Timing_1
