subj_id,qual_col,RT,measure,row,sentID
R_OING4tGkg3q8VLb,Timing_1(18),12.823,Timing_1,18,160
R_3kvbwPackXPANmo,Timing_1(18),2.845,Timing_1,18,160
R_3lRiG6M8Z6vKWZh,Timing_1(18),14.567,Timing_1,18,160
R_3q9cZ9NJjEx872v,Timing_1(18),5.222,Timing_1,18,160
R_ABt8n7PxUqkXqy5,Timing_1(18),5.022,Timing_1,18,160
R_3k6rPDoCD4kup7x,Timing_1(18),4.949,Timing_1,18,160
R_p6iBXJstulO97Jn,Timing_1(18),45.317,Timing_1,18,160
R_USFewLQTXHp0kPT,Timing_1(18),0.608,Timing_1,18,160
R_vrAH2qrxu41QSv7,Timing_1(19),3.68,Timing_1,19,161
R_6Pg4ql6MQumxZo9,Timing_1(19),6.222,Timing_1,19,161
R_1QaBlAsk46HI9NJ,Timing_1(19),4.267,Timing_1,19,161
R_pKtuHvEeh5mujgl,Timing_1(19),3.024,Timing_1,19,161
R_RrYmeJDnKB3hv7r,Timing_1(19),3.065,Timing_1,19,161
R_2alPe2ZkILnzWYp,Timing_1(19),2.869,Timing_1,19,161
R_24zMzQY1U9LX5Gf,Timing_1(19),1.525,Timing_1,19,161
R_2zAp7MZjWbJtouD,Timing_1(19),6.831,Timing_1,19,161
R_1lgea30X5yRbWgb,Timing_1(19),12.247,Timing_1,19,161
R_1dg0dAPlymYfFcu,Timing_1(19),2.876,Timing_1,19,161
R_23TSscPxb3G1aSA,Timing_1(19),3.485,Timing_1,19,161
R_3effdDALVVpFhkK,Timing_1(19),6.056,Timing_1,19,161
R_2PpvbvcItA8LcqM,Timing_1(19),7.042,Timing_1,19,161
R_25WvorTEPc7DuHX,Timing_1(19),5.793,Timing_1,19,161
R_ZJCIt5D6m80Wim5,Timing_1(19),12.056,Timing_1,19,161
R_6gQpeEEoAOw1CNz,Timing_1(19),2.082,Timing_1,19,161
R_UcJP3naTdDXJEDn,Timing_1(19),3.366,Timing_1,19,161
R_21pKbw8vqrjpJ4Q,Timing_1(19),4.707,Timing_1,19,161
R_1HiWKvIl546M44z,Timing_1(19),2.809,Timing_1,19,161
R_BFIiDPrnKiKOhkB,Timing_1(19),3.053,Timing_1,19,161
R_232AZeZQOdbRSAK,Timing_1(19),3.397,Timing_1,19,161
R_1odMwWpdALe3A7c,Timing_1(19),2.997,Timing_1,19,161
R_3CMZ1prTdwstnIi,Timing_1(19),2.345,Timing_1,19,161
R_2SDkvNUYWKzQ9b4,Timing_1(19),1.637,Timing_1,19,161
R_2qwqWlqovi1EnxK,Timing_1(19),2.707,Timing_1,19,161
R_1nSW9rReHHlwpSQ,Timing_1(19),4.47,Timing_1,19,161
R_3FPt6NNv7fs4bHV,Timing_1(19),3.831,Timing_1,19,161
R_2uOs8d5Okoyss7z,Timing_1(19),2.186,Timing_1,19,161
R_1JEdl2aEMuUO63f,Timing_1(19),2.342,Timing_1,19,161
R_6L3ln2BoQAzJw2d,Timing_1(19),1.186,Timing_1,19,161
R_xAA7goWcKMvmb1D,Timing_1(19),4.925,Timing_1,19,161
R_248iCMeSwyLS8sF,Timing_1(19),11.878,Timing_1,19,161
R_OING4tGkg3q8VLb,Timing_1(19),5.409,Timing_1,19,161
R_3kvbwPackXPANmo,Timing_1(19),1.764,Timing_1,19,161
R_3lRiG6M8Z6vKWZh,Timing_1(19),4.19,Timing_1,19,161
R_3q9cZ9NJjEx872v,Timing_1(19),6.613,Timing_1,19,161
R_ABt8n7PxUqkXqy5,Timing_1(19),3.524,Timing_1,19,161
R_3k6rPDoCD4kup7x,Timing_1(19),5.318,Timing_1,19,161
R_p6iBXJstulO97Jn,Timing_1(19),4.294,Timing_1,19,161
R_USFewLQTXHp0kPT,Timing_1(19),0.405,Timing_1,19,161
