subj_id,qual_col,RT,measure,row,sentID
R_3q9cZ9NJjEx872v,Timing_1(9),8.064,Timing_1,9,151
R_ABt8n7PxUqkXqy5,Timing_1(9),7.157,Timing_1,9,151
R_3k6rPDoCD4kup7x,Timing_1(9),5.598,Timing_1,9,151
R_p6iBXJstulO97Jn,Timing_1(9),8.294,Timing_1,9,151
R_USFewLQTXHp0kPT,Timing_1(9),0.894,Timing_1,9,151
R_vrAH2qrxu41QSv7,Timing_1(10),3.826,Timing_1,10,152
R_6Pg4ql6MQumxZo9,Timing_1(10),6.717,Timing_1,10,152
R_1QaBlAsk46HI9NJ,Timing_1(10),3.489,Timing_1,10,152
R_pKtuHvEeh5mujgl,Timing_1(10),2.785,Timing_1,10,152
R_RrYmeJDnKB3hv7r,Timing_1(10),6.753,Timing_1,10,152
R_2alPe2ZkILnzWYp,Timing_1(10),3.186,Timing_1,10,152
R_24zMzQY1U9LX5Gf,Timing_1(10),2.624,Timing_1,10,152
R_2zAp7MZjWbJtouD,Timing_1(10),13.062,Timing_1,10,152
R_1lgea30X5yRbWgb,Timing_1(10),14.112,Timing_1,10,152
R_1dg0dAPlymYfFcu,Timing_1(10),4.524,Timing_1,10,152
R_23TSscPxb3G1aSA,Timing_1(10),4.375,Timing_1,10,152
R_3effdDALVVpFhkK,Timing_1(10),4.956,Timing_1,10,152
R_2PpvbvcItA8LcqM,Timing_1(10),4.302,Timing_1,10,152
R_25WvorTEPc7DuHX,Timing_1(10),3.987,Timing_1,10,152
R_ZJCIt5D6m80Wim5,Timing_1(10),7.391,Timing_1,10,152
R_6gQpeEEoAOw1CNz,Timing_1(10),2.192,Timing_1,10,152
R_UcJP3naTdDXJEDn,Timing_1(10),6.084,Timing_1,10,152
R_21pKbw8vqrjpJ4Q,Timing_1(10),5.737,Timing_1,10,152
R_1HiWKvIl546M44z,Timing_1(10),3.531,Timing_1,10,152
R_BFIiDPrnKiKOhkB,Timing_1(10),3.678,Timing_1,10,152
R_232AZeZQOdbRSAK,Timing_1(10),4.228,Timing_1,10,152
R_1odMwWpdALe3A7c,Timing_1(10),2.339,Timing_1,10,152
R_3CMZ1prTdwstnIi,Timing_1(10),1.832,Timing_1,10,152
R_2SDkvNUYWKzQ9b4,Timing_1(10),2.45,Timing_1,10,152
R_2qwqWlqovi1EnxK,Timing_1(10),4.266,Timing_1,10,152
R_1nSW9rReHHlwpSQ,Timing_1(10),1.815,Timing_1,10,152
R_3FPt6NNv7fs4bHV,Timing_1(10),4.029,Timing_1,10,152
R_2uOs8d5Okoyss7z,Timing_1(10),2.5,Timing_1,10,152
R_1JEdl2aEMuUO63f,Timing_1(10),1.937,Timing_1,10,152
R_6L3ln2BoQAzJw2d,Timing_1(10),2.18,Timing_1,10,152
R_xAA7goWcKMvmb1D,Timing_1(10),3.299,Timing_1,10,152
R_248iCMeSwyLS8sF,Timing_1(10),6.345,Timing_1,10,152
R_OING4tGkg3q8VLb,Timing_1(10),4.756,Timing_1,10,152
R_3kvbwPackXPANmo,Timing_1(10),2.733,Timing_1,10,152
R_3lRiG6M8Z6vKWZh,Timing_1(10),2.905,Timing_1,10,152
R_3q9cZ9NJjEx872v,Timing_1(10),4.41,Timing_1,10,152
R_ABt8n7PxUqkXqy5,Timing_1(10),2.335,Timing_1,10,152
R_3k6rPDoCD4kup7x,Timing_1(10),4.772,Timing_1,10,152
R_p6iBXJstulO97Jn,Timing_1(10),3.521,Timing_1,10,152
R_USFewLQTXHp0kPT,Timing_1(10),0.596,Timing_1,10,152
R_vrAH2qrxu41QSv7,Timing_1(11),4.394,Timing_1,11,153
R_6Pg4ql6MQumxZo9,Timing_1(11),2.308,Timing_1,11,153
R_1QaBlAsk46HI9NJ,Timing_1(11),2.79,Timing_1,11,153
R_pKtuHvEeh5mujgl,Timing_1(11),5.669,Timing_1,11,153
R_RrYmeJDnKB3hv7r,Timing_1(11),3.034,Timing_1,11,153
R_2alPe2ZkILnzWYp,Timing_1(11),3.732,Timing_1,11,153
R_24zMzQY1U9LX5Gf,Timing_1(11),3.964,Timing_1,11,153
R_2zAp7MZjWbJtouD,Timing_1(11),6.275,Timing_1,11,153
R_1lgea30X5yRbWgb,Timing_1(11),4.79,Timing_1,11,153
R_1dg0dAPlymYfFcu,Timing_1(11),2.804,Timing_1,11,153
R_23TSscPxb3G1aSA,Timing_1(11),3.645,Timing_1,11,153
R_3effdDALVVpFhkK,Timing_1(11),111.312,Timing_1,11,153
R_2PpvbvcItA8LcqM,Timing_1(11),6.305,Timing_1,11,153
R_25WvorTEPc7DuHX,Timing_1(11),4.993,Timing_1,11,153
R_ZJCIt5D6m80Wim5,Timing_1(11),22.899,Timing_1,11,153
R_6gQpeEEoAOw1CNz,Timing_1(11),6.445,Timing_1,11,153
R_UcJP3naTdDXJEDn,Timing_1(11),7.092,Timing_1,11,153
R_21pKbw8vqrjpJ4Q,Timing_1(11),8.655,Timing_1,11,153
R_1HiWKvIl546M44z,Timing_1(11),4.264,Timing_1,11,153
R_BFIiDPrnKiKOhkB,Timing_1(11),2.714,Timing_1,11,153
R_232AZeZQOdbRSAK,Timing_1(11),2.579,Timing_1,11,153
R_1odMwWpdALe3A7c,Timing_1(11),3.013,Timing_1,11,153
R_3CMZ1prTdwstnIi,Timing_1(11),2.625,Timing_1,11,153
R_2SDkvNUYWKzQ9b4,Timing_1(11),2.105,Timing_1,11,153
R_2qwqWlqovi1EnxK,Timing_1(11),3.973,Timing_1,11,153
R_1nSW9rReHHlwpSQ,Timing_1(11),7.073,Timing_1,11,153
R_3FPt6NNv7fs4bHV,Timing_1(11),2.272,Timing_1,11,153
R_2uOs8d5Okoyss7z,Timing_1(11),1.967,Timing_1,11,153
R_1JEdl2aEMuUO63f,Timing_1(11),2.866,Timing_1,11,153
R_6L3ln2BoQAzJw2d,Timing_1(11),1.022,Timing_1,11,153
R_xAA7goWcKMvmb1D,Timing_1(11),9.999,Timing_1,11,153
R_248iCMeSwyLS8sF,Timing_1(11),11.746,Timing_1,11,153
R_OING4tGkg3q8VLb,Timing_1(11),16.543,Timing_1,11,153
R_3kvbwPackXPANmo,Timing_1(11),2.051,Timing_1,11,153
R_3lRiG6M8Z6vKWZh,Timing_1(11),3.042,Timing_1,11,153
R_3q9cZ9NJjEx872v,Timing_1(11),4.119,Timing_1,11,153
R_ABt8n7PxUqkXqy5,Timing_1(11),2.998,Timing_1,11,153
R_3k6rPDoCD4kup7x,Timing_1(11),3.914,Timing_1,11,153
R_p6iBXJstulO97Jn,Timing_1(11),2.74,Timing_1,11,153
R_USFewLQTXHp0kPT,Timing_1(11),3.071,Timing_1,11,153
R_vrAH2qrxu41QSv7,Timing_1(12),8.101,Timing_1,12,154
R_6Pg4ql6MQumxZo9,Timing_1(12),1.565,Timing_1,12,154
R_1QaBlAsk46HI9NJ,Timing_1(12),4.466,Timing_1,12,154
R_pKtuHvEeh5mujgl,Timing_1(12),9.056,Timing_1,12,154
R_RrYmeJDnKB3hv7r,Timing_1(12),6.809,Timing_1,12,154
R_2alPe2ZkILnzWYp,Timing_1(12),9.63,Timing_1,12,154
R_24zMzQY1U9LX5Gf,Timing_1(12),5.169,Timing_1,12,154
R_2zAp7MZjWbJtouD,Timing_1(12),10.673,Timing_1,12,154
R_1lgea30X5yRbWgb,Timing_1(12),6.858,Timing_1,12,154
R_1dg0dAPlymYfFcu,Timing_1(12),3.785,Timing_1,12,154
R_23TSscPxb3G1aSA,Timing_1(12),5.382,Timing_1,12,154
R_3effdDALVVpFhkK,Timing_1(12),5.287,Timing_1,12,154
R_2PpvbvcItA8LcqM,Timing_1(12),4.933,Timing_1,12,154
R_25WvorTEPc7DuHX,Timing_1(12),8.201,Timing_1,12,154
R_ZJCIt5D6m80Wim5,Timing_1(12),7.53,Timing_1,12,154
R_6gQpeEEoAOw1CNz,Timing_1(12),3.366,Timing_1,12,154
R_UcJP3naTdDXJEDn,Timing_1(12),10.694,Timing_1,12,154
R_21pKbw8vqrjpJ4Q,Timing_1(12),59.264,Timing_1,12,154
R_1HiWKvIl546M44z,Timing_1(12),4.382,Timing_1,12,154
R_BFIiDPrnKiKOhkB,Timing_1(12),9.619,Timing_1,12,154
R_232AZeZQOdbRSAK,Timing_1(12),7.784,Timing_1,12,154
R_1odMwWpdALe3A7c,Timing_1(12),4.345,Timing_1,12,154
R_3CMZ1prTdwstnIi,Timing_1(12),2.96,Timing_1,12,154
R_2SDkvNUYWKzQ9b4,Timing_1(12),3.389,Timing_1,12,154
R_2qwqWlqovi1EnxK,Timing_1(12),9.442,Timing_1,12,154
R_1nSW9rReHHlwpSQ,Timing_1(12),6.883,Timing_1,12,154
R_3FPt6NNv7fs4bHV,Timing_1(12),4.405,Timing_1,12,154
R_2uOs8d5Okoyss7z,Timing_1(12),8.212,Timing_1,12,154
R_1JEdl2aEMuUO63f,Timing_1(12),5.674,Timing_1,12,154
R_6L3ln2BoQAzJw2d,Timing_1(12),2.844,Timing_1,12,154
R_xAA7goWcKMvmb1D,Timing_1(12),13.229,Timing_1,12,154
R_248iCMeSwyLS8sF,Timing_1(12),10.642,Timing_1,12,154
R_OING4tGkg3q8VLb,Timing_1(12),15.551,Timing_1,12,154
R_3kvbwPackXPANmo,Timing_1(12),3.858,Timing_1,12,154
R_3lRiG6M8Z6vKWZh,Timing_1(12),6.079,Timing_1,12,154
R_3q9cZ9NJjEx872v,Timing_1(12),8.792,Timing_1,12,154
R_ABt8n7PxUqkXqy5,Timing_1(12),6.144,Timing_1,12,154
R_3k6rPDoCD4kup7x,Timing_1(12),6.768,Timing_1,12,154
R_p6iBXJstulO97Jn,Timing_1(12),5.258,Timing_1,12,154
R_USFewLQTXHp0kPT,Timing_1(12),1.08,Timing_1,12,154
R_vrAH2qrxu41QSv7,Timing_1(13),0.614,Timing_1,13,155
R_6Pg4ql6MQumxZo9,Timing_1(13),2.164,Timing_1,13,155
R_1QaBlAsk46HI9NJ,Timing_1(13),79.139,Timing_1,13,155
R_pKtuHvEeh5mujgl,Timing_1(13),5.112,Timing_1,13,155
R_RrYmeJDnKB3hv7r,Timing_1(13),8.181,Timing_1,13,155
R_2alPe2ZkILnzWYp,Timing_1(13),10.591,Timing_1,13,155
R_24zMzQY1U9LX5Gf,Timing_1(13),6.565,Timing_1,13,155
R_2zAp7MZjWbJtouD,Timing_1(13),6.142,Timing_1,13,155
R_1lgea30X5yRbWgb,Timing_1(13),7.105,Timing_1,13,155
R_1dg0dAPlymYfFcu,Timing_1(13),4.818,Timing_1,13,155
R_23TSscPxb3G1aSA,Timing_1(13),4.441,Timing_1,13,155
R_3effdDALVVpFhkK,Timing_1(13),9.923,Timing_1,13,155
R_2PpvbvcItA8LcqM,Timing_1(13),6.682,Timing_1,13,155
R_25WvorTEPc7DuHX,Timing_1(13),8.565,Timing_1,13,155
R_ZJCIt5D6m80Wim5,Timing_1(13),7.065,Timing_1,13,155
R_6gQpeEEoAOw1CNz,Timing_1(13),3.555,Timing_1,13,155
R_UcJP3naTdDXJEDn,Timing_1(13),5.896,Timing_1,13,155
R_21pKbw8vqrjpJ4Q,Timing_1(13),8.086,Timing_1,13,155
R_1HiWKvIl546M44z,Timing_1(13),6.635,Timing_1,13,155
R_BFIiDPrnKiKOhkB,Timing_1(13),8.245,Timing_1,13,155
R_232AZeZQOdbRSAK,Timing_1(13),6.499,Timing_1,13,155
R_1odMwWpdALe3A7c,Timing_1(13),4.742,Timing_1,13,155
R_3CMZ1prTdwstnIi,Timing_1(13),2.45,Timing_1,13,155
R_2SDkvNUYWKzQ9b4,Timing_1(13),1.909,Timing_1,13,155
R_2qwqWlqovi1EnxK,Timing_1(13),6.785,Timing_1,13,155
R_1nSW9rReHHlwpSQ,Timing_1(13),3.309,Timing_1,13,155
R_3FPt6NNv7fs4bHV,Timing_1(13),3.122,Timing_1,13,155
R_2uOs8d5Okoyss7z,Timing_1(13),0.979,Timing_1,13,155
R_1JEdl2aEMuUO63f,Timing_1(13),5.923,Timing_1,13,155
R_6L3ln2BoQAzJw2d,Timing_1(13),2.346,Timing_1,13,155
R_xAA7goWcKMvmb1D,Timing_1(13),16.066,Timing_1,13,155
R_248iCMeSwyLS8sF,Timing_1(13),23.208,Timing_1,13,155
R_OING4tGkg3q8VLb,Timing_1(13),43.604,Timing_1,13,155
R_3kvbwPackXPANmo,Timing_1(13),2.359,Timing_1,13,155
R_3lRiG6M8Z6vKWZh,Timing_1(13),6.423,Timing_1,13,155
R_3q9cZ9NJjEx872v,Timing_1(13),9.057,Timing_1,13,155
R_ABt8n7PxUqkXqy5,Timing_1(13),9.596,Timing_1,13,155
R_3k6rPDoCD4kup7x,Timing_1(13),4.234,Timing_1,13,155
R_p6iBXJstulO97Jn,Timing_1(13),4.706,Timing_1,13,155
R_USFewLQTXHp0kPT,Timing_1(13),3.56,Timing_1,13,155
R_vrAH2qrxu41QSv7,Timing_1(14),5.5,Timing_1,14,156
R_6Pg4ql6MQumxZo9,Timing_1(14),3.79,Timing_1,14,156
R_1QaBlAsk46HI9NJ,Timing_1(14),5.729,Timing_1,14,156
R_pKtuHvEeh5mujgl,Timing_1(14),5.392,Timing_1,14,156
R_RrYmeJDnKB3hv7r,Timing_1(14),4.02,Timing_1,14,156
R_2alPe2ZkILnzWYp,Timing_1(14),29.242,Timing_1,14,156
R_24zMzQY1U9LX5Gf,Timing_1(14),4.494,Timing_1,14,156
R_2zAp7MZjWbJtouD,Timing_1(14),13.51,Timing_1,14,156
R_1lgea30X5yRbWgb,Timing_1(14),7.217,Timing_1,14,156
R_1dg0dAPlymYfFcu,Timing_1(14),3.085,Timing_1,14,156
R_23TSscPxb3G1aSA,Timing_1(14),5.053,Timing_1,14,156
R_3effdDALVVpFhkK,Timing_1(14),9.031,Timing_1,14,156
R_2PpvbvcItA8LcqM,Timing_1(14),6.701,Timing_1,14,156
R_25WvorTEPc7DuHX,Timing_1(14),7.601,Timing_1,14,156
R_ZJCIt5D6m80Wim5,Timing_1(14),7.43,Timing_1,14,156
R_6gQpeEEoAOw1CNz,Timing_1(14),9.073,Timing_1,14,156
R_UcJP3naTdDXJEDn,Timing_1(14),18.349,Timing_1,14,156
R_21pKbw8vqrjpJ4Q,Timing_1(14),14.325,Timing_1,14,156
R_1HiWKvIl546M44z,Timing_1(14),4.314,Timing_1,14,156
R_BFIiDPrnKiKOhkB,Timing_1(14),8.218,Timing_1,14,156
R_232AZeZQOdbRSAK,Timing_1(14),5.982,Timing_1,14,156
R_1odMwWpdALe3A7c,Timing_1(14),9.777,Timing_1,14,156
R_3CMZ1prTdwstnIi,Timing_1(14),2.903,Timing_1,14,156
R_2SDkvNUYWKzQ9b4,Timing_1(14),3.185,Timing_1,14,156
R_2qwqWlqovi1EnxK,Timing_1(14),6.616,Timing_1,14,156
R_1nSW9rReHHlwpSQ,Timing_1(14),21.512,Timing_1,14,156
R_3FPt6NNv7fs4bHV,Timing_1(14),3.954,Timing_1,14,156
R_2uOs8d5Okoyss7z,Timing_1(14),7.992,Timing_1,14,156
R_1JEdl2aEMuUO63f,Timing_1(14),5.108,Timing_1,14,156
R_6L3ln2BoQAzJw2d,Timing_1(14),1.877,Timing_1,14,156
R_xAA7goWcKMvmb1D,Timing_1(14),18.644,Timing_1,14,156
R_248iCMeSwyLS8sF,Timing_1(14),10.331,Timing_1,14,156
R_OING4tGkg3q8VLb,Timing_1(14),8.001,Timing_1,14,156
R_3kvbwPackXPANmo,Timing_1(14),4.609,Timing_1,14,156
R_3lRiG6M8Z6vKWZh,Timing_1(14),4.934,Timing_1,14,156
R_3q9cZ9NJjEx872v,Timing_1(14),9.43,Timing_1,14,156
R_ABt8n7PxUqkXqy5,Timing_1(14),8.254,Timing_1,14,156
R_3k6rPDoCD4kup7x,Timing_1(14),5.537,Timing_1,14,156
R_p6iBXJstulO97Jn,Timing_1(14),7.075,Timing_1,14,156
R_USFewLQTXHp0kPT,Timing_1(14),0.716,Timing_1,14,156
R_vrAH2qrxu41QSv7,Timing_1(15),5.315,Timing_1,15,157
R_6Pg4ql6MQumxZo9,Timing_1(15),2.118,Timing_1,15,157
R_1QaBlAsk46HI9NJ,Timing_1(15),5.694,Timing_1,15,157
R_pKtuHvEeh5mujgl,Timing_1(15),4.328,Timing_1,15,157
R_RrYmeJDnKB3hv7r,Timing_1(15),7.088,Timing_1,15,157
R_2alPe2ZkILnzWYp,Timing_1(15),7.447,Timing_1,15,157
R_24zMzQY1U9LX5Gf,Timing_1(15),3.088,Timing_1,15,157
R_2zAp7MZjWbJtouD,Timing_1(15),5.638,Timing_1,15,157
R_1lgea30X5yRbWgb,Timing_1(15),12.574,Timing_1,15,157
R_1dg0dAPlymYfFcu,Timing_1(15),3.39,Timing_1,15,157
R_23TSscPxb3G1aSA,Timing_1(15),4.848,Timing_1,15,157
R_3effdDALVVpFhkK,Timing_1(15),5.813,Timing_1,15,157
R_2PpvbvcItA8LcqM,Timing_1(15),10.265,Timing_1,15,157
R_25WvorTEPc7DuHX,Timing_1(15),7.792,Timing_1,15,157
R_ZJCIt5D6m80Wim5,Timing_1(15),9.066,Timing_1,15,157
R_6gQpeEEoAOw1CNz,Timing_1(15),5.253,Timing_1,15,157
R_UcJP3naTdDXJEDn,Timing_1(15),9.831,Timing_1,15,157
R_21pKbw8vqrjpJ4Q,Timing_1(15),8.333,Timing_1,15,157
R_1HiWKvIl546M44z,Timing_1(15),4.486,Timing_1,15,157
R_BFIiDPrnKiKOhkB,Timing_1(15),3.227,Timing_1,15,157
R_232AZeZQOdbRSAK,Timing_1(15),4.739,Timing_1,15,157
R_1odMwWpdALe3A7c,Timing_1(15),17.863,Timing_1,15,157
R_3CMZ1prTdwstnIi,Timing_1(15),3.252,Timing_1,15,157
R_2SDkvNUYWKzQ9b4,Timing_1(15),2.561,Timing_1,15,157
R_2qwqWlqovi1EnxK,Timing_1(15),24.523,Timing_1,15,157
R_1nSW9rReHHlwpSQ,Timing_1(15),4.431,Timing_1,15,157
R_3FPt6NNv7fs4bHV,Timing_1(15),6.148,Timing_1,15,157
R_2uOs8d5Okoyss7z,Timing_1(15),6.043,Timing_1,15,157
R_1JEdl2aEMuUO63f,Timing_1(15),4.695,Timing_1,15,157
R_6L3ln2BoQAzJw2d,Timing_1(15),2.679,Timing_1,15,157
R_xAA7goWcKMvmb1D,Timing_1(15),4.31,Timing_1,15,157
R_248iCMeSwyLS8sF,Timing_1(15),27.189,Timing_1,15,157
R_OING4tGkg3q8VLb,Timing_1(15),7.388,Timing_1,15,157
R_3kvbwPackXPANmo,Timing_1(15),2.416,Timing_1,15,157
R_3lRiG6M8Z6vKWZh,Timing_1(15),4.775,Timing_1,15,157
R_3q9cZ9NJjEx872v,Timing_1(15),4.283,Timing_1,15,157
R_ABt8n7PxUqkXqy5,Timing_1(15),5.58,Timing_1,15,157
R_3k6rPDoCD4kup7x,Timing_1(15),11.012,Timing_1,15,157
R_p6iBXJstulO97Jn,Timing_1(15),8.291,Timing_1,15,157
R_USFewLQTXHp0kPT,Timing_1(15),0.577,Timing_1,15,157
R_vrAH2qrxu41QSv7,Timing_1(16),4.587,Timing_1,16,158
R_6Pg4ql6MQumxZo9,Timing_1(16),2.078,Timing_1,16,158
R_1QaBlAsk46HI9NJ,Timing_1(16),5.291,Timing_1,16,158
R_pKtuHvEeh5mujgl,Timing_1(16),3.309,Timing_1,16,158
R_RrYmeJDnKB3hv7r,Timing_1(16),4.349,Timing_1,16,158
R_2alPe2ZkILnzWYp,Timing_1(16),5.881,Timing_1,16,158
R_24zMzQY1U9LX5Gf,Timing_1(16),5.155,Timing_1,16,158
R_2zAp7MZjWbJtouD,Timing_1(16),9.29,Timing_1,16,158
R_1lgea30X5yRbWgb,Timing_1(16),4.465,Timing_1,16,158
R_1dg0dAPlymYfFcu,Timing_1(16),3.842,Timing_1,16,158
R_23TSscPxb3G1aSA,Timing_1(16),6.016,Timing_1,16,158
R_3effdDALVVpFhkK,Timing_1(16),7.051,Timing_1,16,158
R_2PpvbvcItA8LcqM,Timing_1(16),9.758,Timing_1,16,158
R_25WvorTEPc7DuHX,Timing_1(16),9.248,Timing_1,16,158
R_ZJCIt5D6m80Wim5,Timing_1(16),5.857,Timing_1,16,158
R_6gQpeEEoAOw1CNz,Timing_1(16),3.075,Timing_1,16,158
R_UcJP3naTdDXJEDn,Timing_1(16),7.85,Timing_1,16,158
R_21pKbw8vqrjpJ4Q,Timing_1(16),5.099,Timing_1,16,158
R_1HiWKvIl546M44z,Timing_1(16),5.855,Timing_1,16,158
R_BFIiDPrnKiKOhkB,Timing_1(16),3.461,Timing_1,16,158
R_232AZeZQOdbRSAK,Timing_1(16),4.094,Timing_1,16,158
R_1odMwWpdALe3A7c,Timing_1(16),3.577,Timing_1,16,158
R_3CMZ1prTdwstnIi,Timing_1(16),2.152,Timing_1,16,158
R_2SDkvNUYWKzQ9b4,Timing_1(16),1.322,Timing_1,16,158
R_2qwqWlqovi1EnxK,Timing_1(16),3.411,Timing_1,16,158
R_1nSW9rReHHlwpSQ,Timing_1(16),10.725,Timing_1,16,158
R_3FPt6NNv7fs4bHV,Timing_1(16),3.719,Timing_1,16,158
R_2uOs8d5Okoyss7z,Timing_1(16),3.328,Timing_1,16,158
R_1JEdl2aEMuUO63f,Timing_1(16),2.721,Timing_1,16,158
R_6L3ln2BoQAzJw2d,Timing_1(16),1.656,Timing_1,16,158
R_xAA7goWcKMvmb1D,Timing_1(16),4.407,Timing_1,16,158
R_248iCMeSwyLS8sF,Timing_1(16),14.556,Timing_1,16,158
R_OING4tGkg3q8VLb,Timing_1(16),8.103,Timing_1,16,158
R_3kvbwPackXPANmo,Timing_1(16),1.525,Timing_1,16,158
R_3lRiG6M8Z6vKWZh,Timing_1(16),4.28,Timing_1,16,158
R_3q9cZ9NJjEx872v,Timing_1(16),5.025,Timing_1,16,158
R_ABt8n7PxUqkXqy5,Timing_1(16),10.938,Timing_1,16,158
R_3k6rPDoCD4kup7x,Timing_1(16),4.437,Timing_1,16,158
R_p6iBXJstulO97Jn,Timing_1(16),2.932,Timing_1,16,158
R_USFewLQTXHp0kPT,Timing_1(16),0.532,Timing_1,16,158
R_vrAH2qrxu41QSv7,Timing_1(17),44.656,Timing_1,17,159
R_6Pg4ql6MQumxZo9,Timing_1(17),1.834,Timing_1,17,159
R_1QaBlAsk46HI9NJ,Timing_1(17),4.976,Timing_1,17,159
R_pKtuHvEeh5mujgl,Timing_1(17),5.957,Timing_1,17,159
R_RrYmeJDnKB3hv7r,Timing_1(17),6.689,Timing_1,17,159
R_2alPe2ZkILnzWYp,Timing_1(17),4.894,Timing_1,17,159
R_24zMzQY1U9LX5Gf,Timing_1(17),3.428,Timing_1,17,159
R_2zAp7MZjWbJtouD,Timing_1(17),9.963,Timing_1,17,159
R_1lgea30X5yRbWgb,Timing_1(17),10.524,Timing_1,17,159
R_1dg0dAPlymYfFcu,Timing_1(17),2.918,Timing_1,17,159
R_23TSscPxb3G1aSA,Timing_1(17),4.167,Timing_1,17,159
R_3effdDALVVpFhkK,Timing_1(17),11.445,Timing_1,17,159
R_2PpvbvcItA8LcqM,Timing_1(17),8.352,Timing_1,17,159
R_25WvorTEPc7DuHX,Timing_1(17),8.465,Timing_1,17,159
R_ZJCIt5D6m80Wim5,Timing_1(17),14.021,Timing_1,17,159
R_6gQpeEEoAOw1CNz,Timing_1(17),11.636,Timing_1,17,159
R_UcJP3naTdDXJEDn,Timing_1(17),12.195,Timing_1,17,159
R_21pKbw8vqrjpJ4Q,Timing_1(17),13.149,Timing_1,17,159
R_1HiWKvIl546M44z,Timing_1(17),4.436,Timing_1,17,159
R_BFIiDPrnKiKOhkB,Timing_1(17),3.155,Timing_1,17,159
R_232AZeZQOdbRSAK,Timing_1(17),7.946,Timing_1,17,159
R_1odMwWpdALe3A7c,Timing_1(17),4.716,Timing_1,17,159
R_3CMZ1prTdwstnIi,Timing_1(17),2.853,Timing_1,17,159
R_2SDkvNUYWKzQ9b4,Timing_1(17),1.208,Timing_1,17,159
R_2qwqWlqovi1EnxK,Timing_1(17),5.873,Timing_1,17,159
R_1nSW9rReHHlwpSQ,Timing_1(17),5.253,Timing_1,17,159
R_3FPt6NNv7fs4bHV,Timing_1(17),3.524,Timing_1,17,159
R_2uOs8d5Okoyss7z,Timing_1(17),39.894,Timing_1,17,159
R_1JEdl2aEMuUO63f,Timing_1(17),6.085,Timing_1,17,159
R_6L3ln2BoQAzJw2d,Timing_1(17),2.173,Timing_1,17,159
R_xAA7goWcKMvmb1D,Timing_1(17),3.468,Timing_1,17,159
R_248iCMeSwyLS8sF,Timing_1(17),10.413,Timing_1,17,159
R_OING4tGkg3q8VLb,Timing_1(17),17.804,Timing_1,17,159
R_3kvbwPackXPANmo,Timing_1(17),6.804,Timing_1,17,159
R_3lRiG6M8Z6vKWZh,Timing_1(17),6.199,Timing_1,17,159
R_3q9cZ9NJjEx872v,Timing_1(17),6.261,Timing_1,17,159
R_ABt8n7PxUqkXqy5,Timing_1(17),5.556,Timing_1,17,159
R_3k6rPDoCD4kup7x,Timing_1(17),9.277,Timing_1,17,159
R_p6iBXJstulO97Jn,Timing_1(17),4.996,Timing_1,17,159
R_USFewLQTXHp0kPT,Timing_1(17),4.787,Timing_1,17,159
R_vrAH2qrxu41QSv7,Timing_1(18),9.369,Timing_1,18,160
R_6Pg4ql6MQumxZo9,Timing_1(18),1.507,Timing_1,18,160
R_1QaBlAsk46HI9NJ,Timing_1(18),6.372,Timing_1,18,160
R_pKtuHvEeh5mujgl,Timing_1(18),11.038,Timing_1,18,160
R_RrYmeJDnKB3hv7r,Timing_1(18),3.08,Timing_1,18,160
R_2alPe2ZkILnzWYp,Timing_1(18),27.176,Timing_1,18,160
R_24zMzQY1U9LX5Gf,Timing_1(18),12.318,Timing_1,18,160
R_2zAp7MZjWbJtouD,Timing_1(18),49.879,Timing_1,18,160
R_1lgea30X5yRbWgb,Timing_1(18),8.71,Timing_1,18,160
R_1dg0dAPlymYfFcu,Timing_1(18),6.29,Timing_1,18,160
R_23TSscPxb3G1aSA,Timing_1(18),8.68,Timing_1,18,160
R_3effdDALVVpFhkK,Timing_1(18),15.2,Timing_1,18,160
R_2PpvbvcItA8LcqM,Timing_1(18),14.219,Timing_1,18,160
R_25WvorTEPc7DuHX,Timing_1(18),6.705,Timing_1,18,160
R_ZJCIt5D6m80Wim5,Timing_1(18),26.744,Timing_1,18,160
R_6gQpeEEoAOw1CNz,Timing_1(18),3.833,Timing_1,18,160
R_UcJP3naTdDXJEDn,Timing_1(18),15.254,Timing_1,18,160
R_21pKbw8vqrjpJ4Q,Timing_1(18),13.789,Timing_1,18,160
R_1HiWKvIl546M44z,Timing_1(18),5.677,Timing_1,18,160
R_BFIiDPrnKiKOhkB,Timing_1(18),11.234,Timing_1,18,160
R_232AZeZQOdbRSAK,Timing_1(18),15.11,Timing_1,18,160
R_1odMwWpdALe3A7c,Timing_1(18),3.28,Timing_1,18,160
R_3CMZ1prTdwstnIi,Timing_1(18),3.122,Timing_1,18,160
R_2SDkvNUYWKzQ9b4,Timing_1(18),2.393,Timing_1,18,160
R_2qwqWlqovi1EnxK,Timing_1(18),16.697,Timing_1,18,160
R_1nSW9rReHHlwpSQ,Timing_1(18),26.762,Timing_1,18,160
R_3FPt6NNv7fs4bHV,Timing_1(18),5.466,Timing_1,18,160
R_2uOs8d5Okoyss7z,Timing_1(18),4.59,Timing_1,18,160
R_1JEdl2aEMuUO63f,Timing_1(18),21.239,Timing_1,18,160
R_6L3ln2BoQAzJw2d,Timing_1(18),4.612,Timing_1,18,160
R_xAA7goWcKMvmb1D,Timing_1(18),1.246,Timing_1,18,160
R_248iCMeSwyLS8sF,Timing_1(18),37.582,Timing_1,18,160
