subj_id,Diff,measure,sentID
R_1rJrkm9MZ0UbO0b,6,Diff,39
R_2VPC4q2m7hstAaW,6,Diff,39
R_3KB00E7S1VhPWFD,6,Diff,39
R_3qR88XHKXhl1RLR,6,Diff,39
R_3W5LAymbgTVITHX,5,Diff,39
R_2z7kq6MFYuSnHT6,6,Diff,39
R_1lhLKgr13oozzPg,6,Diff,39
R_3ffLCaSkmPsiUYn,6,Diff,39
R_1PY8SA05FPIKBCS,6,Diff,39
R_1CsjBGkk3Ui30Yk,5,Diff,39
R_2bWcF9m2SiW74Vw,6,Diff,39
R_1kOjYWHPvRogELt,6,Diff,39
R_3EumpdjBvvjiK1I,6,Diff,39
R_2ckdDJpUAGuY3Pt,6,Diff,39
R_2ZDKGZYJjZu6X1Y,6,Diff,39
R_12SH1EJtaSFR4wp,2,Diff,39
R_3R7zHfZ0HIrwGBV,6,Diff,39
R_Om8eREobVAawvZL,6,Diff,39
R_1HicleIyFIoDW8g,6,Diff,39
R_1gGejdMJLRqr4gs,6,Diff,39
R_2D2EiBz7TJKge4b,5,Diff,39
R_3CEhJ8EBqsPDMLB,6,Diff,39
R_3kiCL1CWl05kYag,6,Diff,39
R_XSpTve41y3msiVr,6,Diff,39
R_bBMvKG66TpWv0cx,6,Diff,39
R_s83Qo7JHTxXzpWF,5,Diff,39
R_cCsEaF4QkSqNxuN,6,Diff,39
R_2fkXvKa3m5s0uTM,6,Diff,39
R_1MYsdC39YxixAvs,6,Diff,39
R_22CU0vCOzdEcHCr,6,Diff,39
R_z0xRVpXxyAbXovn,6,Diff,39
R_1CKp9DmeaZTZZQS,6,Diff,39
R_31HSkdcZS8yZscC,6,Diff,39
R_2Enniyt9lPtMbDC,6,Diff,39
R_tPV5UMF7fLNrUk1,6,Diff,39
R_1O0317CZheE7es9,6,Diff,39
R_1NadcnqCF0DrPHA,6,Diff,39
R_3rJ73y4zBZKMTeV,6,Diff,39
R_zUPMpvNqwkbt4oF,6,Diff,39
R_ptOO0vqHKVEFzvH,6,Diff,40
R_2TuuUWeeIrA7YWz,6,Diff,40
R_r2pLEBnXOx2tc8p,6,Diff,40
R_3KohpaUvxMxwnK1,6,Diff,40
R_1Kw4seroK4hzq8J,6,Diff,40
R_2TEGXWKyyYjxux0,6,Diff,40
R_2bNSez8kPKVkk0j,6,Diff,40
R_vIDGcvdZ61dSkkF,6,Diff,40
R_3P5l3CMUUKTmbaL,6,Diff,40
R_21gk6GiQXaDrMt2,6,Diff,40
R_1rJrkm9MZ0UbO0b,6,Diff,40
R_2VPC4q2m7hstAaW,6,Diff,40
R_3KB00E7S1VhPWFD,6,Diff,40
R_3qR88XHKXhl1RLR,6,Diff,40
R_3W5LAymbgTVITHX,6,Diff,40
R_2z7kq6MFYuSnHT6,6,Diff,40
R_1lhLKgr13oozzPg,6,Diff,40
R_3ffLCaSkmPsiUYn,6,Diff,40
R_1PY8SA05FPIKBCS,6,Diff,40
R_1CsjBGkk3Ui30Yk,6,Diff,40
R_2bWcF9m2SiW74Vw,6,Diff,40
R_1kOjYWHPvRogELt,6,Diff,40
R_3EumpdjBvvjiK1I,6,Diff,40
R_2ckdDJpUAGuY3Pt,6,Diff,40
R_2ZDKGZYJjZu6X1Y,6,Diff,40
R_12SH1EJtaSFR4wp,2,Diff,40
R_3R7zHfZ0HIrwGBV,6,Diff,40
R_Om8eREobVAawvZL,6,Diff,40
R_1HicleIyFIoDW8g,6,Diff,40
R_1gGejdMJLRqr4gs,6,Diff,40
R_2D2EiBz7TJKge4b,6,Diff,40
R_3CEhJ8EBqsPDMLB,6,Diff,40
R_3kiCL1CWl05kYag,6,Diff,40
R_XSpTve41y3msiVr,6,Diff,40
R_bBMvKG66TpWv0cx,6,Diff,40
R_s83Qo7JHTxXzpWF,6,Diff,40
R_cCsEaF4QkSqNxuN,6,Diff,40
R_2fkXvKa3m5s0uTM,6,Diff,40
R_1MYsdC39YxixAvs,6,Diff,40
R_22CU0vCOzdEcHCr,6,Diff,40
R_z0xRVpXxyAbXovn,6,Diff,40
R_1CKp9DmeaZTZZQS,6,Diff,40
R_31HSkdcZS8yZscC,6,Diff,40
R_2Enniyt9lPtMbDC,6,Diff,40
R_tPV5UMF7fLNrUk1,6,Diff,40
R_1O0317CZheE7es9,6,Diff,40
R_1NadcnqCF0DrPHA,6,Diff,40
R_3rJ73y4zBZKMTeV,6,Diff,40
R_zUPMpvNqwkbt4oF,6,Diff,40
R_ptOO0vqHKVEFzvH,6,Diff,41
R_2TuuUWeeIrA7YWz,6,Diff,41
R_r2pLEBnXOx2tc8p,5,Diff,41
R_3KohpaUvxMxwnK1,6,Diff,41
R_1Kw4seroK4hzq8J,6,Diff,41
R_2TEGXWKyyYjxux0,5,Diff,41
R_2bNSez8kPKVkk0j,5,Diff,41
R_vIDGcvdZ61dSkkF,5,Diff,41
R_3P5l3CMUUKTmbaL,5,Diff,41
R_21gk6GiQXaDrMt2,6,Diff,41
R_1rJrkm9MZ0UbO0b,6,Diff,41
R_2VPC4q2m7hstAaW,5,Diff,41
R_3KB00E7S1VhPWFD,6,Diff,41
R_3qR88XHKXhl1RLR,6,Diff,41
R_3W5LAymbgTVITHX,6,Diff,41
R_2z7kq6MFYuSnHT6,6,Diff,41
R_1lhLKgr13oozzPg,5,Diff,41
R_3ffLCaSkmPsiUYn,6,Diff,41
R_1PY8SA05FPIKBCS,6,Diff,41
R_1CsjBGkk3Ui30Yk,6,Diff,41
R_2bWcF9m2SiW74Vw,6,Diff,41
R_1kOjYWHPvRogELt,5,Diff,41
R_3EumpdjBvvjiK1I,6,Diff,41
R_2ckdDJpUAGuY3Pt,6,Diff,41
R_2ZDKGZYJjZu6X1Y,6,Diff,41
R_12SH1EJtaSFR4wp,2,Diff,41
R_3R7zHfZ0HIrwGBV,6,Diff,41
R_Om8eREobVAawvZL,6,Diff,41
R_1HicleIyFIoDW8g,6,Diff,41
R_1gGejdMJLRqr4gs,6,Diff,41
R_2D2EiBz7TJKge4b,6,Diff,41
R_3CEhJ8EBqsPDMLB,6,Diff,41
R_3kiCL1CWl05kYag,6,Diff,41
R_XSpTve41y3msiVr,6,Diff,41
R_bBMvKG66TpWv0cx,6,Diff,41
R_s83Qo7JHTxXzpWF,6,Diff,41
R_cCsEaF4QkSqNxuN,6,Diff,41
R_2fkXvKa3m5s0uTM,6,Diff,41
R_1MYsdC39YxixAvs,6,Diff,41
R_22CU0vCOzdEcHCr,4,Diff,41
R_z0xRVpXxyAbXovn,5,Diff,41
R_1CKp9DmeaZTZZQS,3,Diff,41
R_31HSkdcZS8yZscC,6,Diff,41
R_2Enniyt9lPtMbDC,6,Diff,41
R_tPV5UMF7fLNrUk1,3,Diff,41
R_1O0317CZheE7es9,6,Diff,41
R_1NadcnqCF0DrPHA,6,Diff,41
R_3rJ73y4zBZKMTeV,3,Diff,41
R_zUPMpvNqwkbt4oF,6,Diff,41
R_ptOO0vqHKVEFzvH,6,Diff,42
R_2TuuUWeeIrA7YWz,6,Diff,42
R_r2pLEBnXOx2tc8p,6,Diff,42
R_3KohpaUvxMxwnK1,6,Diff,42
R_1Kw4seroK4hzq8J,6,Diff,42
R_2TEGXWKyyYjxux0,6,Diff,42
R_2bNSez8kPKVkk0j,6,Diff,42
R_vIDGcvdZ61dSkkF,6,Diff,42
R_3P5l3CMUUKTmbaL,6,Diff,42
R_21gk6GiQXaDrMt2,6,Diff,42
R_1rJrkm9MZ0UbO0b,6,Diff,42
R_2VPC4q2m7hstAaW,6,Diff,42
R_3KB00E7S1VhPWFD,6,Diff,42
R_3qR88XHKXhl1RLR,6,Diff,42
R_3W5LAymbgTVITHX,6,Diff,42
R_2z7kq6MFYuSnHT6,6,Diff,42
R_1lhLKgr13oozzPg,6,Diff,42
R_3ffLCaSkmPsiUYn,6,Diff,42
R_1PY8SA05FPIKBCS,6,Diff,42
R_1CsjBGkk3Ui30Yk,6,Diff,42
R_2bWcF9m2SiW74Vw,6,Diff,42
R_1kOjYWHPvRogELt,6,Diff,42
R_3EumpdjBvvjiK1I,5,Diff,42
R_2ckdDJpUAGuY3Pt,6,Diff,42
R_2ZDKGZYJjZu6X1Y,6,Diff,42
R_12SH1EJtaSFR4wp,2,Diff,42
R_3R7zHfZ0HIrwGBV,6,Diff,42
R_Om8eREobVAawvZL,6,Diff,42
R_1HicleIyFIoDW8g,5,Diff,42
R_1gGejdMJLRqr4gs,6,Diff,42
R_2D2EiBz7TJKge4b,5,Diff,42
R_3CEhJ8EBqsPDMLB,6,Diff,42
R_3kiCL1CWl05kYag,6,Diff,42
R_XSpTve41y3msiVr,6,Diff,42
R_bBMvKG66TpWv0cx,6,Diff,42
R_s83Qo7JHTxXzpWF,6,Diff,42
R_cCsEaF4QkSqNxuN,6,Diff,42
R_2fkXvKa3m5s0uTM,6,Diff,42
R_1MYsdC39YxixAvs,6,Diff,42
R_22CU0vCOzdEcHCr,6,Diff,42
R_z0xRVpXxyAbXovn,6,Diff,42
R_1CKp9DmeaZTZZQS,6,Diff,42
R_31HSkdcZS8yZscC,6,Diff,42
R_2Enniyt9lPtMbDC,6,Diff,42
R_tPV5UMF7fLNrUk1,6,Diff,42
R_1O0317CZheE7es9,6,Diff,42
R_1NadcnqCF0DrPHA,6,Diff,42
R_3rJ73y4zBZKMTeV,6,Diff,42
R_zUPMpvNqwkbt4oF,6,Diff,42
R_ptOO0vqHKVEFzvH,6,Diff,43
R_2TuuUWeeIrA7YWz,6,Diff,43
R_r2pLEBnXOx2tc8p,4,Diff,43
R_3KohpaUvxMxwnK1,6,Diff,43
R_1Kw4seroK4hzq8J,6,Diff,43
R_2TEGXWKyyYjxux0,6,Diff,43
R_2bNSez8kPKVkk0j,6,Diff,43
R_vIDGcvdZ61dSkkF,6,Diff,43
R_3P5l3CMUUKTmbaL,6,Diff,43
R_21gk6GiQXaDrMt2,6,Diff,43
R_1rJrkm9MZ0UbO0b,6,Diff,43
R_2VPC4q2m7hstAaW,6,Diff,43
R_3KB00E7S1VhPWFD,6,Diff,43
R_3qR88XHKXhl1RLR,5,Diff,43
R_3W5LAymbgTVITHX,6,Diff,43
R_2z7kq6MFYuSnHT6,6,Diff,43
R_1lhLKgr13oozzPg,2,Diff,43
R_3ffLCaSkmPsiUYn,6,Diff,43
R_1PY8SA05FPIKBCS,6,Diff,43
R_1CsjBGkk3Ui30Yk,6,Diff,43
R_2bWcF9m2SiW74Vw,6,Diff,43
R_1kOjYWHPvRogELt,6,Diff,43
R_3EumpdjBvvjiK1I,6,Diff,43
R_2ckdDJpUAGuY3Pt,6,Diff,43
R_2ZDKGZYJjZu6X1Y,6,Diff,43
R_12SH1EJtaSFR4wp,2,Diff,43
R_3R7zHfZ0HIrwGBV,6,Diff,43
R_Om8eREobVAawvZL,6,Diff,43
R_1HicleIyFIoDW8g,6,Diff,43
R_1gGejdMJLRqr4gs,6,Diff,43
R_2D2EiBz7TJKge4b,5,Diff,43
R_3CEhJ8EBqsPDMLB,6,Diff,43
R_3kiCL1CWl05kYag,6,Diff,43
R_XSpTve41y3msiVr,6,Diff,43
R_bBMvKG66TpWv0cx,6,Diff,43
R_s83Qo7JHTxXzpWF,4,Diff,43
R_cCsEaF4QkSqNxuN,6,Diff,43
R_2fkXvKa3m5s0uTM,6,Diff,43
R_1MYsdC39YxixAvs,6,Diff,43
R_22CU0vCOzdEcHCr,6,Diff,43
R_z0xRVpXxyAbXovn,6,Diff,43
R_1CKp9DmeaZTZZQS,6,Diff,43
R_31HSkdcZS8yZscC,6,Diff,43
R_2Enniyt9lPtMbDC,6,Diff,43
R_tPV5UMF7fLNrUk1,6,Diff,43
R_1O0317CZheE7es9,6,Diff,43
R_1NadcnqCF0DrPHA,6,Diff,43
R_3rJ73y4zBZKMTeV,6,Diff,43
R_zUPMpvNqwkbt4oF,6,Diff,43
R_ptOO0vqHKVEFzvH,6,Diff,44
R_2TuuUWeeIrA7YWz,6,Diff,44
R_r2pLEBnXOx2tc8p,2,Diff,44
R_3KohpaUvxMxwnK1,6,Diff,44
R_1Kw4seroK4hzq8J,6,Diff,44
R_2TEGXWKyyYjxux0,6,Diff,44
R_2bNSez8kPKVkk0j,6,Diff,44
R_vIDGcvdZ61dSkkF,6,Diff,44
R_3P5l3CMUUKTmbaL,4,Diff,44
R_21gk6GiQXaDrMt2,6,Diff,44
R_1rJrkm9MZ0UbO0b,6,Diff,44
R_2VPC4q2m7hstAaW,5,Diff,44
R_3KB00E7S1VhPWFD,6,Diff,44
R_3qR88XHKXhl1RLR,6,Diff,44
R_3W5LAymbgTVITHX,6,Diff,44
R_2z7kq6MFYuSnHT6,6,Diff,44
R_1lhLKgr13oozzPg,5,Diff,44
R_3ffLCaSkmPsiUYn,5,Diff,44
R_1PY8SA05FPIKBCS,6,Diff,44
R_1CsjBGkk3Ui30Yk,5,Diff,44
R_2bWcF9m2SiW74Vw,6,Diff,44
R_1kOjYWHPvRogELt,6,Diff,44
R_3EumpdjBvvjiK1I,6,Diff,44
R_2ckdDJpUAGuY3Pt,6,Diff,44
R_2ZDKGZYJjZu6X1Y,6,Diff,44
R_12SH1EJtaSFR4wp,2,Diff,44
R_3R7zHfZ0HIrwGBV,6,Diff,44
R_Om8eREobVAawvZL,6,Diff,44
R_1HicleIyFIoDW8g,6,Diff,44
R_1gGejdMJLRqr4gs,6,Diff,44
R_2D2EiBz7TJKge4b,6,Diff,44
R_3CEhJ8EBqsPDMLB,6,Diff,44
R_3kiCL1CWl05kYag,6,Diff,44
R_XSpTve41y3msiVr,6,Diff,44
R_bBMvKG66TpWv0cx,5,Diff,44
R_s83Qo7JHTxXzpWF,5,Diff,44
R_cCsEaF4QkSqNxuN,6,Diff,44
R_2fkXvKa3m5s0uTM,6,Diff,44
R_1MYsdC39YxixAvs,6,Diff,44
R_22CU0vCOzdEcHCr,6,Diff,44
R_z0xRVpXxyAbXovn,5,Diff,44
R_1CKp9DmeaZTZZQS,6,Diff,44
R_31HSkdcZS8yZscC,6,Diff,44
R_2Enniyt9lPtMbDC,6,Diff,44
R_tPV5UMF7fLNrUk1,6,Diff,44
R_1O0317CZheE7es9,6,Diff,44
R_1NadcnqCF0DrPHA,6,Diff,44
R_3rJ73y4zBZKMTeV,6,Diff,44
R_zUPMpvNqwkbt4oF,6,Diff,44
R_ptOO0vqHKVEFzvH,6,Diff,45
R_2TuuUWeeIrA7YWz,6,Diff,45
R_r2pLEBnXOx2tc8p,5,Diff,45
R_3KohpaUvxMxwnK1,6,Diff,45
R_1Kw4seroK4hzq8J,6,Diff,45
R_2TEGXWKyyYjxux0,6,Diff,45
R_2bNSez8kPKVkk0j,6,Diff,45
R_vIDGcvdZ61dSkkF,6,Diff,45
R_3P5l3CMUUKTmbaL,6,Diff,45
R_21gk6GiQXaDrMt2,6,Diff,45
R_1rJrkm9MZ0UbO0b,5,Diff,45
R_2VPC4q2m7hstAaW,6,Diff,45
R_3KB00E7S1VhPWFD,6,Diff,45
R_3qR88XHKXhl1RLR,6,Diff,45
R_3W5LAymbgTVITHX,6,Diff,45
R_2z7kq6MFYuSnHT6,6,Diff,45
R_1lhLKgr13oozzPg,6,Diff,45
R_3ffLCaSkmPsiUYn,6,Diff,45
R_1PY8SA05FPIKBCS,6,Diff,45
R_1CsjBGkk3Ui30Yk,6,Diff,45
R_2bWcF9m2SiW74Vw,6,Diff,45
R_1kOjYWHPvRogELt,5,Diff,45
R_3EumpdjBvvjiK1I,6,Diff,45
R_2ckdDJpUAGuY3Pt,6,Diff,45
R_2ZDKGZYJjZu6X1Y,6,Diff,45
R_12SH1EJtaSFR4wp,4,Diff,45
R_3R7zHfZ0HIrwGBV,6,Diff,45
R_Om8eREobVAawvZL,6,Diff,45
R_1HicleIyFIoDW8g,6,Diff,45
R_1gGejdMJLRqr4gs,6,Diff,45
R_2D2EiBz7TJKge4b,5,Diff,45
R_3CEhJ8EBqsPDMLB,6,Diff,45
R_3kiCL1CWl05kYag,6,Diff,45
R_XSpTve41y3msiVr,5,Diff,45
R_bBMvKG66TpWv0cx,6,Diff,45
R_s83Qo7JHTxXzpWF,6,Diff,45
R_cCsEaF4QkSqNxuN,6,Diff,45
R_2fkXvKa3m5s0uTM,6,Diff,45
R_1MYsdC39YxixAvs,6,Diff,45
R_22CU0vCOzdEcHCr,4,Diff,45
R_z0xRVpXxyAbXovn,6,Diff,45
R_1CKp9DmeaZTZZQS,5,Diff,45
R_31HSkdcZS8yZscC,6,Diff,45
R_2Enniyt9lPtMbDC,6,Diff,45
R_tPV5UMF7fLNrUk1,6,Diff,45
R_1O0317CZheE7es9,6,Diff,45
R_1NadcnqCF0DrPHA,6,Diff,45
R_3rJ73y4zBZKMTeV,6,Diff,45
R_zUPMpvNqwkbt4oF,6,Diff,45
R_ptOO0vqHKVEFzvH,6,Diff,46
R_2TuuUWeeIrA7YWz,6,Diff,46
R_r2pLEBnXOx2tc8p,5,Diff,46
R_3KohpaUvxMxwnK1,6,Diff,46
R_1Kw4seroK4hzq8J,6,Diff,46
R_2TEGXWKyyYjxux0,6,Diff,46
R_2bNSez8kPKVkk0j,6,Diff,46
R_vIDGcvdZ61dSkkF,6,Diff,46
R_3P5l3CMUUKTmbaL,6,Diff,46
R_21gk6GiQXaDrMt2,6,Diff,46
R_1rJrkm9MZ0UbO0b,5,Diff,46
R_2VPC4q2m7hstAaW,6,Diff,46
R_3KB00E7S1VhPWFD,6,Diff,46
R_3qR88XHKXhl1RLR,6,Diff,46
R_3W5LAymbgTVITHX,4,Diff,46
R_2z7kq6MFYuSnHT6,6,Diff,46
R_1lhLKgr13oozzPg,6,Diff,46
R_3ffLCaSkmPsiUYn,5,Diff,46
R_1PY8SA05FPIKBCS,6,Diff,46
R_1CsjBGkk3Ui30Yk,5,Diff,46
R_2bWcF9m2SiW74Vw,6,Diff,46
R_1kOjYWHPvRogELt,5,Diff,46
R_3EumpdjBvvjiK1I,6,Diff,46
R_2ckdDJpUAGuY3Pt,6,Diff,46
R_2ZDKGZYJjZu6X1Y,6,Diff,46
R_12SH1EJtaSFR4wp,2,Diff,46
R_3R7zHfZ0HIrwGBV,6,Diff,46
R_Om8eREobVAawvZL,6,Diff,46
R_1HicleIyFIoDW8g,6,Diff,46
R_1gGejdMJLRqr4gs,6,Diff,46
R_2D2EiBz7TJKge4b,5,Diff,46
R_3CEhJ8EBqsPDMLB,6,Diff,46
R_3kiCL1CWl05kYag,6,Diff,46
R_XSpTve41y3msiVr,5,Diff,46
R_bBMvKG66TpWv0cx,6,Diff,46
R_s83Qo7JHTxXzpWF,5,Diff,46
R_cCsEaF4QkSqNxuN,6,Diff,46
R_2fkXvKa3m5s0uTM,6,Diff,46
R_1MYsdC39YxixAvs,6,Diff,46
R_22CU0vCOzdEcHCr,6,Diff,46
R_z0xRVpXxyAbXovn,6,Diff,46
R_1CKp9DmeaZTZZQS,6,Diff,46
R_31HSkdcZS8yZscC,6,Diff,46
R_2Enniyt9lPtMbDC,6,Diff,46
R_tPV5UMF7fLNrUk1,6,Diff,46
R_1O0317CZheE7es9,6,Diff,46
R_1NadcnqCF0DrPHA,6,Diff,46
R_3rJ73y4zBZKMTeV,6,Diff,46
R_zUPMpvNqwkbt4oF,6,Diff,46
R_ptOO0vqHKVEFzvH,6,Diff,47
R_2TuuUWeeIrA7YWz,6,Diff,47
R_r2pLEBnXOx2tc8p,3,Diff,47
R_3KohpaUvxMxwnK1,6,Diff,47
R_1Kw4seroK4hzq8J,6,Diff,47
R_2TEGXWKyyYjxux0,6,Diff,47
R_2bNSez8kPKVkk0j,6,Diff,47
R_vIDGcvdZ61dSkkF,6,Diff,47
R_3P5l3CMUUKTmbaL,6,Diff,47
R_21gk6GiQXaDrMt2,6,Diff,47
R_1rJrkm9MZ0UbO0b,5,Diff,47
R_2VPC4q2m7hstAaW,6,Diff,47
R_3KB00E7S1VhPWFD,6,Diff,47
R_3qR88XHKXhl1RLR,6,Diff,47
R_3W5LAymbgTVITHX,5,Diff,47
R_2z7kq6MFYuSnHT6,6,Diff,47
R_1lhLKgr13oozzPg,6,Diff,47
R_3ffLCaSkmPsiUYn,6,Diff,47
R_1PY8SA05FPIKBCS,6,Diff,47
R_1CsjBGkk3Ui30Yk,6,Diff,47
R_2bWcF9m2SiW74Vw,6,Diff,47
R_1kOjYWHPvRogELt,6,Diff,47
R_3EumpdjBvvjiK1I,6,Diff,47
R_2ckdDJpUAGuY3Pt,6,Diff,47
R_2ZDKGZYJjZu6X1Y,6,Diff,47
R_12SH1EJtaSFR4wp,2,Diff,47
R_3R7zHfZ0HIrwGBV,6,Diff,47
R_Om8eREobVAawvZL,6,Diff,47
R_1HicleIyFIoDW8g,6,Diff,47
R_1gGejdMJLRqr4gs,6,Diff,47
R_2D2EiBz7TJKge4b,6,Diff,47
R_3CEhJ8EBqsPDMLB,6,Diff,47
R_3kiCL1CWl05kYag,6,Diff,47
R_XSpTve41y3msiVr,6,Diff,47
R_bBMvKG66TpWv0cx,6,Diff,47
R_s83Qo7JHTxXzpWF,5,Diff,47
R_cCsEaF4QkSqNxuN,6,Diff,47
R_2fkXvKa3m5s0uTM,6,Diff,47
R_1MYsdC39YxixAvs,6,Diff,47
R_22CU0vCOzdEcHCr,6,Diff,47
R_z0xRVpXxyAbXovn,6,Diff,47
R_1CKp9DmeaZTZZQS,6,Diff,47
R_31HSkdcZS8yZscC,6,Diff,47
R_2Enniyt9lPtMbDC,6,Diff,47
R_tPV5UMF7fLNrUk1,6,Diff,47
R_1O0317CZheE7es9,6,Diff,47
R_1NadcnqCF0DrPHA,6,Diff,47
R_3rJ73y4zBZKMTeV,6,Diff,47
R_zUPMpvNqwkbt4oF,6,Diff,47
R_ptOO0vqHKVEFzvH,6,Diff,48
R_2TuuUWeeIrA7YWz,6,Diff,48
R_r2pLEBnXOx2tc8p,6,Diff,48
R_3KohpaUvxMxwnK1,6,Diff,48
R_1Kw4seroK4hzq8J,6,Diff,48
R_2TEGXWKyyYjxux0,6,Diff,48
R_2bNSez8kPKVkk0j,6,Diff,48
R_vIDGcvdZ61dSkkF,6,Diff,48
R_3P5l3CMUUKTmbaL,6,Diff,48
R_21gk6GiQXaDrMt2,6,Diff,48
R_1rJrkm9MZ0UbO0b,6,Diff,48
R_2VPC4q2m7hstAaW,6,Diff,48
R_3KB00E7S1VhPWFD,6,Diff,48
R_3qR88XHKXhl1RLR,6,Diff,48
R_3W5LAymbgTVITHX,6,Diff,48
R_2z7kq6MFYuSnHT6,6,Diff,48
R_1lhLKgr13oozzPg,6,Diff,48
R_3ffLCaSkmPsiUYn,6,Diff,48
R_1PY8SA05FPIKBCS,5,Diff,48
R_1CsjBGkk3Ui30Yk,4,Diff,48
R_2bWcF9m2SiW74Vw,6,Diff,48
R_1kOjYWHPvRogELt,5,Diff,48
R_3EumpdjBvvjiK1I,6,Diff,48
R_2ckdDJpUAGuY3Pt,6,Diff,48
R_2ZDKGZYJjZu6X1Y,6,Diff,48
R_12SH1EJtaSFR4wp,2,Diff,48
R_3R7zHfZ0HIrwGBV,6,Diff,48
R_Om8eREobVAawvZL,6,Diff,48
R_1HicleIyFIoDW8g,6,Diff,48
R_1gGejdMJLRqr4gs,6,Diff,48
R_2D2EiBz7TJKge4b,5,Diff,48
R_3CEhJ8EBqsPDMLB,6,Diff,48
R_3kiCL1CWl05kYag,6,Diff,48
R_XSpTve41y3msiVr,6,Diff,48
R_bBMvKG66TpWv0cx,6,Diff,48
R_s83Qo7JHTxXzpWF,6,Diff,48
R_cCsEaF4QkSqNxuN,6,Diff,48
R_2fkXvKa3m5s0uTM,3,Diff,48
R_1MYsdC39YxixAvs,6,Diff,48
R_22CU0vCOzdEcHCr,6,Diff,48
R_z0xRVpXxyAbXovn,5,Diff,48
R_1CKp9DmeaZTZZQS,4,Diff,48
R_31HSkdcZS8yZscC,5,Diff,48
R_2Enniyt9lPtMbDC,6,Diff,48
R_tPV5UMF7fLNrUk1,3,Diff,48
R_1O0317CZheE7es9,5,Diff,48
R_1NadcnqCF0DrPHA,6,Diff,48
R_3rJ73y4zBZKMTeV,6,Diff,48
R_zUPMpvNqwkbt4oF,6,Diff,48
R_ptOO0vqHKVEFzvH,6,Diff,49
R_2TuuUWeeIrA7YWz,6,Diff,49
R_r2pLEBnXOx2tc8p,6,Diff,49
R_3KohpaUvxMxwnK1,6,Diff,49
R_1Kw4seroK4hzq8J,5,Diff,49
R_2TEGXWKyyYjxux0,6,Diff,49
R_2bNSez8kPKVkk0j,6,Diff,49
R_vIDGcvdZ61dSkkF,6,Diff,49
R_3P5l3CMUUKTmbaL,5,Diff,49
R_21gk6GiQXaDrMt2,6,Diff,49
R_1rJrkm9MZ0UbO0b,6,Diff,49
R_2VPC4q2m7hstAaW,6,Diff,49
R_3KB00E7S1VhPWFD,6,Diff,49
R_3qR88XHKXhl1RLR,6,Diff,49
R_3W5LAymbgTVITHX,5,Diff,49
R_2z7kq6MFYuSnHT6,5,Diff,49
R_1lhLKgr13oozzPg,6,Diff,49
R_3ffLCaSkmPsiUYn,6,Diff,49
R_1PY8SA05FPIKBCS,6,Diff,49
R_1CsjBGkk3Ui30Yk,5,Diff,49
R_2bWcF9m2SiW74Vw,6,Diff,49
R_1kOjYWHPvRogELt,6,Diff,49
R_3EumpdjBvvjiK1I,6,Diff,49
R_2ckdDJpUAGuY3Pt,6,Diff,49
R_2ZDKGZYJjZu6X1Y,6,Diff,49
R_12SH1EJtaSFR4wp,2,Diff,49
R_3R7zHfZ0HIrwGBV,6,Diff,49
R_Om8eREobVAawvZL,6,Diff,49
R_1HicleIyFIoDW8g,6,Diff,49
R_1gGejdMJLRqr4gs,6,Diff,49
R_2D2EiBz7TJKge4b,5,Diff,49
R_3CEhJ8EBqsPDMLB,6,Diff,49
R_3kiCL1CWl05kYag,6,Diff,49
R_XSpTve41y3msiVr,5,Diff,49
R_bBMvKG66TpWv0cx,6,Diff,49
R_s83Qo7JHTxXzpWF,6,Diff,49
R_cCsEaF4QkSqNxuN,6,Diff,49
R_2fkXvKa3m5s0uTM,6,Diff,49
R_1MYsdC39YxixAvs,6,Diff,49
R_22CU0vCOzdEcHCr,5,Diff,49
R_z0xRVpXxyAbXovn,6,Diff,49
R_1CKp9DmeaZTZZQS,6,Diff,49
R_31HSkdcZS8yZscC,6,Diff,49
R_2Enniyt9lPtMbDC,6,Diff,49
R_tPV5UMF7fLNrUk1,5,Diff,49
R_1O0317CZheE7es9,6,Diff,49
R_1NadcnqCF0DrPHA,6,Diff,49
R_3rJ73y4zBZKMTeV,6,Diff,49
R_zUPMpvNqwkbt4oF,5,Diff,49
R_ptOO0vqHKVEFzvH,6,Diff,50
R_2TuuUWeeIrA7YWz,6,Diff,50
R_r2pLEBnXOx2tc8p,5,Diff,50
R_3KohpaUvxMxwnK1,6,Diff,50
R_1Kw4seroK4hzq8J,6,Diff,50
R_2TEGXWKyyYjxux0,6,Diff,50
R_2bNSez8kPKVkk0j,6,Diff,50
R_vIDGcvdZ61dSkkF,6,Diff,50
R_3P5l3CMUUKTmbaL,6,Diff,50
R_21gk6GiQXaDrMt2,6,Diff,50
R_1rJrkm9MZ0UbO0b,4,Diff,50
R_2VPC4q2m7hstAaW,6,Diff,50
R_3KB00E7S1VhPWFD,5,Diff,50
R_3qR88XHKXhl1RLR,6,Diff,50
R_3W5LAymbgTVITHX,6,Diff,50
R_2z7kq6MFYuSnHT6,6,Diff,50
R_1lhLKgr13oozzPg,6,Diff,50
R_3ffLCaSkmPsiUYn,6,Diff,50
R_1PY8SA05FPIKBCS,6,Diff,50
R_1CsjBGkk3Ui30Yk,6,Diff,50
R_2bWcF9m2SiW74Vw,6,Diff,50
R_1kOjYWHPvRogELt,5,Diff,50
R_3EumpdjBvvjiK1I,6,Diff,50
