sentID,SentenceContext,comp.det,comp.noun,sentenceClosure,compLower,popularity,nComp,percent,above70,,,Lg10WF
332,Sinds de invoering van het rookverbod in restaurants vinden veel mensen het een stuk prettiger om langer te dineren.,,,,,,,,,,,
333,De Ierse bevolking gaat volgende maand naar de stembus om een nieuw parlement te kiezen.,,,,,,,,,,,
334,Amazon is er medeverantwoordelijk voor dat vele boekenwinkels de voorbije jaren de deuren moesten sluiten.,,,,,,,,,,,
335,"Vanwege de vluchtelingenstroom hebben diverse EU-landen grenscontroles ingesteld, maar dit gaat ten koste van de lokale economie.",,,,,,,,,,,
336,Ecotoerisme is populair in Costa Rica. Maar de grote aantallen toeristen vormen een bedreiging voor het kleine land.,,,,,,,,,,,
337,"Je moet wel even geduld hebben met deze film, want de personages beginnen pas met hun handen en voeten te knokken als de kogels op zijn.",,,,,,,,,,,
338,"Als je de griep eenmaal hebt, is het zo leuk nog niet om de hele dag tv te kijken.",,,,,,,,,,,
339,Hotels besteden steeds vaker het eten uit aan mensen die daar echt verstand van hebben.,,,,,,,,,,,
340,We eten echt wel iets lekkers: frisse salade van dunne velletjes rauwe pompoen met citroensap en rode peper.,,,,,,,,,,,
341,"De jongens in hun geruite giletjes zijn gelikt en professioneel, maar de meesten spreken geen Nederlands.",,,,,,,,,,,
342,De Roemeense autoriteiten willen een einde maken aan een maatregel waardoor gevangenen strafvermindering kunnen krijgen door een boek te schrijven.,,,,,,,,,,,
343,De eerste keer dat we samen komen houd ik een korte introductie over het belang van literatuur.,,,,,,,,,,,
344,"Lezen is niet saai, zolang je maar geen saaie boeken leest.",,,,,,,,,,,
345,Op tv zie je standaard een verzorgster een bejaarde mevrouw een steunkous aantrekken als het over de thuiszorg gaat.,,,,,,,,,,,
346,Bart Schermer legt uit of je recht op privacy ook op het internet geldt of dat je dikke vette pech hebt...,,,,,,,,,,,
347,Een nieuwe maatstaf voor openheid geeft auteurs meer zicht op fatsoenlijke afhandeling van hun werk door tijdschriften.,,,,,,,,,,,
348,"Er zijn steeds meer aanwijzingen dat je van altru•sme gezonder, stressbestendiger en gelukkiger wordt.",,,,,,,,,,,
349,De onderzoekers adviseren om vooral de horeca te controleren op naleving van de leeftijdsgrens voor alcohol.,,,,,,,,,,,
350,"Onze oma's waren blij als hun kinderen de mazelen, bof, rode hond en waterpokken kregen.",,,,,,,,,,,
351,"Voor iedere asielzoeker die dit jaar in Nederland aankwam, heeft zich ten minste ŽŽn vrijwilliger aangemeld.",,,,,,,,,,,
352,Lionel Messi zal niet met het Argentijns voetbalelftal meedoen aan de Olympische Spelen in Rio de Janeiro,,,,,,,,,,,
353,In Dubai is het veel makkelijker om een baan te vinden dan in veel arme landen in Zuid-Azi‘.,,,,,,,,,,,
354,Tim en Max spelen het liefst samen in de zandbak als het buiten mooi weer is.,,,,,,,,,,,
355,"Mijn zoon woont al drie jaar in het buitenland, maar mijn dochter studeert en woont nog thuis.",,,,,,,,,,,
356,"Felice komt oorspronkelijk uit Duitsland, maar wilde in Nederland graag psychologie gaan studeren.",,,,,,,,,,,
357,"Dit jaar verliezen we alle wedstrijden in de competitie, omdat het niveau veel te hoog is voor ons team.",,,,,,,,,,,
358,In Zoetermeer zijn de afgelopen jaren duizenden nieuwe huizen gebouwd om de woningnood tegen te gaan.,,,,,,,,,,,
359,In de apenheul kunnen de apen zomaar je broodje uit je hand halen als je niet goed uitkijkt bij de lunch.,,,,,,,,,,,
360,"Voor wiskunde had Peter een onvoldoende gehaald tijdens de toetsweek, maar voor Engels had hij een 9.",,,,,,,,,,,
